number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord
80.0,0.0625,0.0312,0.9062,11.2205,9.536,10.1611,90.0003,89.9962,90.0003,0.2229,0.7954,1.0892709999999999,1.4004929999999998,3.2906840606004,1.7701330000000002,1.394864,0.6568649999999999,-5.5607697200000015,2.0197950000000002,-0.30257897,-2.7766617,0.8792949999999999,11.569809698235199,107.9097753625,1.5708015627826524,1.570730004283321,1.5708015627826524,1087.2243662158214,0.07358186818278083,1,0,0,0,0,0,5.5,2.20427461449,6.0,2.1914633177000002,5.206896551724138,2.16419945153,3.5
80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1042,3.0429,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999998,53.694951975,1.5708818479282445,1.5708783572697402,1.5707090603322968,790.5037517046808,0.1012012907307323,0,0,0,0,0,1,6.0,1.9939105170700002,6.0,1.99391204086,0.0,0.0,4.0
80.0,0.3125,0.3125,0.375,9.6052,9.605,9.605,90.0026,90.0027,89.9971,0.2213,1.8225,1.07125,1.291875,2.2818744545625003,1.73625,1.405625,0.41625,-5.7009625,2.374375,-0.2310625,-2.7405625,0.765625,9.19354967375,73.2769183125,1.5708417053554484,1.5708434506847004,1.5707457122465889,886.1375682987491,0.09027943613042834,0,0,0,0,0,1,6.0,2.07789046715,6.0,2.06467423053,6.0,2.07127915858,4.0
40.0,0.375,0.375,0.25,9.9165,5.7611,14.2456,91.2371,91.4361,30.6131,0.2994,1.0288,1.0675,1.26625,2.042420920875,1.7275,1.40875,0.3605,-5.733675,2.46125,-0.214775,-2.7318750000000005,0.7387499999999999,8.6335170625,64.968701975,1.5923877949713183,1.5958610001827869,0.534299389242276,414.3135299351881,0.09654524197232292,0,0,1,0,0,0,5.666666666666668,1.9922978230300001,5.0,1.94600237393,5.5,1.98219848903,3.583333333333333
80.0,0.5938,0.2188,0.1875,9.3211,9.3207,9.3208,90.0027,90.0033,89.9978,0.2086,2.8409,1.0919809999999999,1.251684,1.8196263121041,1.6857959999999999,1.4423290000000002,0.3772749,-5.74344866,2.683076,-0.23443697,-2.7212402000000004,0.7197560000000001,8.319469173559,52.80540502068,1.5708434506847004,1.5708539226602125,1.5707579295513527,809.7834279986812,0.0987918463554064,0,0,0,0,0,1,6.0,2.0096579280799998,6.0,2.01640328448,6.0,2.0035848738,4.0
40.0,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1134,1.3039,1.03375,1.3075,2.556437511375,1.796875,1.35625,0.3771875,-5.69535,2.06375,-0.197525,-2.75475,0.7875,9.525740372125,89.4520625,1.5707631655391086,1.5707841094901327,1.5707998174534008,481.36112422087325,0.08309769523815126,1,0,0,0,0,0,0.0,0.0,4.777777777777779,2.05086909527,5.857142857142858,2.1132378737099997,3.5
80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,0.1347,1.1451,1.0493800000000002,1.33876,2.8128263661252,1.792186,1.365628,0.46549700000000005,-5.65146096,2.0293639999999997,-0.22947272,-2.7628776000000004,0.8187599999999999,10.2115076246332,96.500411,1.5708399600261964,1.5708347240384404,1.5707369856003288,979.1762353900436,0.08170132924859326,0,0,0,0,0,1,0.0,0.0,6.0,2.14610009348,6.0,2.13813763236,4.0
80.0,0.5625,0.2812,0.1562,10.1548,8.7073,9.3339,90.0027,90.0017,90.0011,0.1396,2.74,1.084271,1.2454930000000002,1.7851467296003998,1.6926330000000003,1.434864,0.352115,-5.75226972,2.659795,-0.22337897,-2.7201617,0.714295,8.1864254117352,52.7177946625,1.5708434506847004,1.5708259973921803,1.5708155254166685,825.3117441125861,0.09693306871092662,1,0,0,0,0,0,5.222222222222221,1.97289735398,5.333333333333333,1.9844630388599998,5.2,1.9769432919799999,3.5
80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999998,90.0043,89.9965,0.0991,3.5939,1.073132,1.214062,1.5118742303922,1.69124,1.4309459999999998,0.2713244,-5.79551684,2.72411,-0.19610116,-2.7112170000000004,0.682186,7.4960511003024015,44.34312022068,1.570866139964976,1.5708713759527322,1.5707352402710768,767.2084395754224,0.10427413969047636,0,0,0,0,0,1,6.0,1.9711540348299998,6.0,1.97849485937,0.0,0.0,4.0
80.0,0.5312,0.0,0.4688,9.5967,9.5963,9.5966,90.0011,90.0019,89.9993,0.2471,2.0071,1.1112479999999998,1.3084479999999998,2.3153398756079997,1.6896959999999999,1.448432,0.5212975999999999,-5.66626912,2.5615040000000002,-0.28264656,-2.7377856,0.7778240000000001,9.564526967580802,68.15927170431999,1.5708155254166685,1.5708294880506846,1.5707841094901327,883.7778809397294,0.09052048226748473,0,0,0,0,0,1,6.0,2.06671852627,0.0,0.0,6.0,2.07251644129,4.0
80.0,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,0.0789,1.4898,1.02125,1.2825,2.351392042125,1.800625,1.34875,0.3065625,-5.73045,2.09125,-0.171975,-2.74825,0.7625,8.977302070375,83.81518750000002,1.5707125509908009,1.5708364693676926,2.094220569467996,928.6535788658804,0.08614622483628406,0,1,0,0,0,0,0.0,0.0,5.2727272727272725,2.02121778065,6.0,2.18169107767,3.6666666666666665
80.0,0.5,0.2812,0.2188,10.2533,8.7846,9.4108,90.0023,90.0014,90.0009,0.2026,2.3173,1.08188,1.25876,1.9224254428752,1.7034360000000002,1.428128,0.37262199999999995,-5.73766096,2.5868640000000003,-0.22692272,-2.7258776,0.7287600000000001,8.4734382433832,58.2190553,1.5708364693676926,1.5708207614044245,1.5708120347581649,847.6414755545593,0.09437952519685396,1,0,0,0,0,0,5.25,1.9990683342099997,5.333333333333333,1.99721091213,5.142857142857143,1.98052850437,3.5
80.0,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,0.2212,3.8912,1.12125,1.2106249999999998,1.3226574024375,1.6225,1.489375,0.353125,-5.7823875000000005,3.050625,-0.2470375,-2.6991875,0.671875,7.432291673499999,29.6528799375,1.570937698464308,1.5708102894289124,2.094503312806819,751.7238473594249,0.10642205948502956,0,1,0,0,0,0,5.5,1.93344819556,5.5,1.93344819902,0.0,0.0,3.6666666666666665
80.0,0.0938,0.6562,0.25,10.4779,8.9728,9.5924,89.9984,90.0006,90.0008,0.1495,1.6717,1.028132,1.2690620000000001,2.1972296843922,1.78374,1.360946,0.2935744,-5.74441684,2.19411,-0.17310116,-2.7417170000000004,0.7471859999999999,8.6856821798024,76.98760092068001,1.5707684015268648,1.5708067987704086,1.5708102894289124,901.8400478944968,0.08870752655836696,1,0,0,0,0,0,5.0,2.02761179506,5.428571428571429,2.0463603226599996,4.875,2.0102894796400004,3.5
30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.1922,2.0765,1.106668,1.332493,2.5661970994905,1.7091610000000002,1.435837,0.5587390999999999,-5.63849142,2.427539,-0.28908146,-2.7477471,0.8041590000000001,10.0881372269878,78.21654653462,1.570689861710525,1.5708958105622604,2.094421282331975,337.0132887868135,0.08901726133113189,0,0,0,1,0,0,6.0,2.1027265047799997,0.0,0.0,6.0,2.10272648812,4.0
80.0,0.4688,0.1875,0.3438,6.4868,6.4864,24.1881,90.0146,90.0084,119.9948,0.307,1.7724,1.0901109999999998,1.2841939999999998,2.1448312957293,1.7061069999999998,1.4304569999999999,0.4358344,-5.70433462,2.5299400000000003,-0.24785969,-2.7337428,0.7547659999999999,9.0284250450672,65.19643619568001,1.571051144865688,1.5709429344520638,2.0943043452720915,881.4330697221092,0.090761287212904,0,1,0,0,0,0,5.466666666666668,2.03228127548,5.333333333333333,2.00124889134,5.636363636363638,2.06965360441,3.6666666666666665
80.0,0.1875,0.1562,0.6562,9.907,9.9068,9.907,90.0014,90.0016,89.9982,0.1833,1.1948,1.0817709999999998,1.349243,2.8117769932254,1.752633,1.401114,0.545365,-5.62619472,2.1935450000000003,-0.27000397,-2.7592867,0.8255450000000001,10.4497444757352,91.2933426875,1.5708207614044245,1.5708242520629283,1.5707649108683606,972.3390347639984,0.08227582884134364,0,0,0,0,0,1,6.0,2.1386465403,6.0,2.12684007387,6.0,2.1379979111500003,4.0
80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999998,120.0021,0.2225,2.9763,1.073132,1.214062,1.5118742303922,1.69124,1.4309459999999998,0.2713244,-5.79551684,2.72411,-0.19610116,-2.7112170000000004,0.682186,7.4960511003024015,44.34312022068,1.5711261940235235,1.5707614202098563,2.0944317543074877,785.7026665336897,0.10181968753261156,0,1,0,0,0,0,5.473684210526316,1.9567951651,5.538461538461538,1.9702214790099999,0.0,0.0,3.6666666666666665
40.0,0.9375,0.0,0.0625,4.9377,8.4791,9.1113,90.0058,90.0023,90.0011,0.1078,3.7819,1.1275,1.223125,1.4251801370625001,1.6206250000000002,1.493125,0.3884375,-5.7648375000000005,3.036875,-0.2598125,-2.7024375,0.6843750000000001,7.706510824374999,32.4713174375,1.5708975558915121,1.5708364693676926,1.5708155254166685,381.4650914532089,0.1048588741046216,1,0,0,0,0,0,5.333333333333333,1.93159659468,0.0,0.0,4.0,1.80506452563,3.5
80.0,0.3125,0.3438,0.3438,6.5360000000000005,6.5357,24.3056,90.0114,90.0047,119.9932,0.2785,1.2874,1.068229,1.2857569999999998,2.2308789832746,1.737367,1.403886,0.398635,-5.71030528,2.381455,-0.22469603,-2.7392133,0.759455,9.0574200942648,71.8769266125,1.570995294329624,1.5708783572697402,2.09427642000406,899.2301648025335,0.08896498708711313,0,1,0,0,0,0,5.5,2.05356719934,5.363636363636363,2.02185236042,5.636363636363638,2.08374745385,3.6666666666666665
60.0,0.6667,0.0,0.3333,10.1349,5.0672,13.6668,89.9903,90.0102,120.0016,0.2,2.8023,1.116668,1.279993,2.0184739032405,1.666661,1.463337,0.4769891,-5.69914142,2.720039,-0.27503145999999995,-2.7259971000000003,0.746659,8.944883385487799,56.257431184619996,1.5706270298574532,1.5709743503786,2.0944230276612275,607.8241811433114,0.09871275586163844,0,0,0,1,0,0,6.0,2.03142137095,0.0,0.0,6.0,2.03142173799,4.0
30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0647,3.2712,1.036662,1.216667,1.6552870429676998,1.7433400000000001,1.386661,0.2093254,-5.80546794,2.476635,-0.15749505999999994,-2.7203345000000003,0.690001,7.544376182298398,55.477270915380004,1.5707125509908009,1.5709027918792682,2.094403829039455,288.726199989794,0.10390466816333416,0,0,0,1,0,0,6.0,1.9944164171799998,6.0,1.99441641104,0.0,0.0,4.0
40.0,0.375,0.25,0.375,10.38,6.0136,14.8105,91.0081,91.1703,30.3381,0.4102,0.2269,1.08,1.29125,2.247466390125,1.72375,1.41625,0.431125,-5.698575,2.43375,-0.240325,-2.7383750000000004,0.76375,9.18195536425,70.605576975,1.5883909909842515,1.5912219150309859,0.5294997337992917,466.8633605529036,0.08567817348662407,0,0,1,0,0,0,5.333333333333333,2.05071120292,5.0,2.02468436072,5.666666666666668,2.0729670007900003,3.583333333333333
80.0,0.1875,0.0938,0.7188,10.954,9.3288,9.9543,90.001,89.99799999999998,90.0003,0.274,1.0992,1.088229,1.362007,2.9148315198996,1.7511169999999998,1.4051360000000002,0.5807599999999999,-5.60978028,2.180205,-0.28282103,-2.7630883,0.8382050000000001,10.725923618514802,94.1302342875,1.570813780087417,1.5707614202098563,1.5708015627826524,1017.2067744547724,0.07864674322767894,1,0,0,0,0,0,5.5,2.1557989326199998,5.0,2.0940194005,5.217391304347826,2.11346773741,3.5
80.0,0.25,0.6875,0.0625,10.1969,8.7532,9.3736,89.9992,90.0018,90.0016,0.1073,2.3744,1.03125,1.23,1.803668845875,1.7581250000000002,1.3762500000000002,0.2248125,-5.791100000000001,2.38375,-0.15792499999999998,-2.7265,0.705,7.834048228874999,61.85607215,1.570782364160881,1.5708277427214326,1.5708242520629283,836.6454015972594,0.09561996019731912,1,0,0,0,0,0,4.875,1.97356250244,5.409090909090909,1.9929825926,5.0,1.9487330444,3.5
30.0,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1542,1.4101,1.04,1.3199999999999998,2.658960246,1.795,1.36,0.4125,-5.6778,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5707945814656443,1.5707876001486365,2.094403829039455,347.5405707032776,0.08632085727226746,0,0,0,1,0,0,0.0,0.0,6.0,2.12113342585,6.0,2.12113342585,4.0
80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1379,2.2921,1.080632,1.265312,1.9907812977672,1.7087400000000001,1.424696,0.3828244,-5.73009184,2.55036,-0.22867616,-2.728592,0.7359359999999999,8.6161163228024,60.959552895680005,1.5707910908071407,1.8242862020253012,1.5707980721241486,879.5481885571988,0.09095578962106797,0,0,0,0,1,0,4.533333333333333,1.9305858688900004,5.111111111111111,1.9751956295099997,5.75,2.01408619004,3.333333333333333
80.0,0.4688,0.0,0.5312,9.6783,9.6779,9.6782,90.001,90.0017,89.9993,0.2698,1.6084,1.108752,1.321552,2.452051585392,1.700304,1.441568,0.5417023999999999,-5.65113088,2.488496,-0.28615344,-2.7432144,0.792176,9.849883126419199,73.64026689568001,1.570813780087417,1.5708259973921803,1.5707841094901327,906.5145987176328,0.08825009560041178,0,0,0,0,0,1,6.0,2.09192188252,0.0,0.0,6.0,2.08273385691,4.0
40.0,0.0,0.0625,0.9375,6.546,6.5439,15.5253,90.01100000000002,89.9997,120.0005,0.3165,0.0057,1.08375,1.4074999999999998,3.3766193883749995,1.781875,1.38625,0.6596875,-5.55495,1.95375,-0.299725,-2.78075,0.8875,11.719493579124999,111.9995625,1.570988313012616,1.5707910908071407,2.094403829039455,575.9451018493638,0.06945106377597397,0,0,1,0,0,0,0.0,0.0,6.0,2.2456661578599997,5.333333333333333,2.19943060538,3.583333333333333
40.0,0.5625,0.125,0.3125,6.002000000000002,6.0012,14.3698,90.0068,89.9959,119.9994,0.2738,1.5419999999999998,1.1,1.276875,2.0417194621875,1.688125,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,0.745625,8.872953284874999,59.7731154625,1.570915009184032,1.570724768295565,2.094384630417684,448.24769977958425,0.08923637537832119,0,0,1,0,0,0,5.5555555555555545,2.0380911783599998,6.0,2.06439535695,5.2,2.01302333914,3.6666666666666665
80.0,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9326,1.0868799999999998,1.41376,3.4279627738752003,1.780936,1.3881279999999998,0.6773719999999999,-5.54616096,1.946864,-0.30612272,-2.7823776000000002,0.89376,11.856822529883203,113.41103600000001,1.5708050534411566,1.5708050534411566,1.570782364160881,1080.898467470327,0.0740125020134661,0,0,0,0,0,1,0.0,0.0,6.0,2.1919301536400004,6.0,2.2137862423,4.0
40.0,0.0,0.125,0.875,5.6075,9.5347,10.1584,89.9996,89.9963,90.0001,0.1684,0.7642,1.0775,1.395,3.27409665375,1.7837500000000002,1.3824999999999998,0.6243749999999999,-5.5725,1.9675,-0.28695,-2.7775,0.875,11.44527442825,109.181125,1.5707893454778887,1.5707317496125734,1.5707980721241486,543.1272888650586,0.07364756074692115,1,0,0,0,0,0,0.0,0.0,4.5,2.10711912004,5.357142857142857,2.17434862883,3.5
80.0,0.2812,0.1562,0.5625,6.7077,6.7073,24.6107,90.0142,90.0034,119.9901,0.3525,0.8236,1.085519,1.3295659999999998,2.6064903392709,1.736704,1.4114209999999998,0.5147251,-5.64892634,2.3031740000000003,-0.26473803,-2.7511348,0.803994,10.021252935941,83.06306625431999,1.5710441635486798,1.5708556679894643,2.094222314797248,959.001427312086,0.08342010524867109,0,1,0,0,0,0,5.666666666666668,2.13707614752,5.2,2.02365915627,5.5,2.09877949863,3.6666666666666665
80.0,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1058,3.0975,1.0468680000000001,1.215938,1.6151534766078002,1.7287599999999999,1.399054,0.2266756,-5.80268316,2.54589,-0.16829884,-2.7177830000000003,0.6878139999999999,7.5308525796976,52.36141837932,1.5708801025989922,1.5708783572697402,1.5707125509908009,787.1400682168335,0.10163375392797612,0,0,0,0,0,1,6.0,1.9915739792099998,6.0,1.9907528505599998,0.0,0.0,4.0
80.0,0.0625,0.5,0.4375,24.7412,6.3961,6.3127,90.0002,104.8741,90.0001,0.0936,1.3454,1.0425,1.3068749999999998,2.5220294469374998,1.784375,1.3668749999999998,0.3920625,-5.6929625,2.123125,-0.2067875,-2.7525625,0.785625,9.514146062625,86.7807211625,1.5707998174534008,1.830398345065785,1.5707980721241486,965.4938594412744,0.08285914945776614,0,0,0,0,1,0,4.0,1.94118609495,4.5,1.9911514632299998,5.7142857142857135,2.0760925893,3.333333333333333
80.0,0.5938,0.0,0.4062,9.5151,9.5146,9.5149,90.0012,90.0021,89.9993,0.2641,2.2842,1.113752,1.295302,2.1781899872670003,1.679054,1.455318,0.5008273999999999,-5.68145588,2.634746,-0.27912844,-2.7323394,0.763426,9.278256205669203,62.660709220680005,1.5708172707459205,1.5708329787091884,1.5707841094901327,861.4064508580559,0.0928713732295726,0,0,0,0,0,1,6.0,2.05148728604,0.0,0.0,6.0,2.05233603813,4.0
80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1977,2.5184,1.074481,1.2529339999999998,1.8884424409791,1.710796,1.4210790000000002,0.3475249,-5.748223660000002,2.564326,-0.21591197,-2.7256152,0.7235060000000001,8.342657792558999,58.148087695680005,1.5708521773309605,1.5708574133187163,1.5707422215880849,823.5176581875038,0.09714424360501699,0,0,0,0,0,1,6.0,2.0191455229499997,6.0,2.02774369005,6.0,2.0148463988900005,4.0
40.0,0.6875,0.0,0.3125,5.9807,5.9793,14.5967,90.0786,88.085,120.0477,0.3684,1.8531,1.1175,1.2756249999999998,1.9729033333125001,1.663125,1.465625,0.4701875,-5.7041875,2.744375,-0.2738625,-2.7241875,0.7418750000000001,8.849764665875,54.4304327875,1.5721681555869642,1.5373732716192052,2.0952276244463968,451.5102776115811,0.08859156033300894,0,0,1,0,0,0,5.2727272727272725,2.0235238473,0.0,0.0,5.6,2.0458826387,3.583333333333333
30.0,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,0.1999,2.8972,1.085,1.265,1.973604792,1.7025,1.43,0.39025,-5.7288999999999985,2.58,-0.2333,-2.7275,0.735,8.6103284435,59.6260193,1.5706706630887528,1.5709342078058042,2.0944160463442194,303.4475965107165,0.0988638576972236,0,0,0,1,0,0,6.0,2.02777904289,6.0,2.02777904475,6.0,2.02777904104,4.0
80.0,0.25,0.1875,0.5625,10.7515,9.1728,9.7978,90.0011,89.9991,90.0003,0.1933,1.3787,1.08125,1.33,2.623850722875,1.743125,1.40625,0.5073125,-5.6507000000000005,2.27375,-0.260125,-2.7525,0.8049999999999999,10.027801435875,84.40357215,1.5708155254166685,1.570780618831629,1.5708015627826524,966.2723528592293,0.08279239260367698,1,0,0,0,0,0,4.625,2.0380987277,5.166666666666667,2.07947206009,5.5555555555555545,2.10223824494,3.5
40.0,0.4375,0.375,0.1875,5.9567,5.9559,14.2821,90.0049,89.99799999999998,119.9987,0.5264,0.9599,1.0699999999999998,1.2531249999999998,1.9054901218125,1.7168750000000002,1.415625,0.3400625,-5.7488375000000005,2.5343750000000003,-0.2112625,-2.7264375000000003,0.724375,8.347703602125,59.4789231375,1.5708818479282445,1.5707614202098563,2.0943724131129198,438.81504989762726,0.09115457641968236,0,0,1,0,0,0,4.857142857142857,1.9713493530300001,6.0,2.0503326232099996,6.0,2.0505984925400003,3.6666666666666665
80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999998,120.0021,0.2173,2.9427,1.073132,1.214062,1.5118742303922,1.69124,1.4309459999999998,0.2713244,-5.79551684,2.72411,-0.19610116,-2.7112170000000004,0.682186,7.4960511003024015,44.34312022068,1.5711261940235235,1.5707614202098563,2.0944317543074877,785.7026665336897,0.10181968753261156,0,1,0,0,0,0,5.473684210526316,1.95679516902,5.538461538461538,1.97022147335,0.0,0.0,3.6666666666666665
40.0,0.25,0.1875,0.5625,5.3757,9.1728,9.7978,90.0011,89.9991,90.0003,0.2123,1.3646,1.08125,1.33,2.623850722875,1.743125,1.40625,0.5073125,-5.6507000000000005,2.27375,-0.260125,-2.7525,0.8049999999999999,10.027801435875,84.40357215,1.5708155254166685,1.570780618831629,1.5708015627826524,483.1316827666241,0.08279316266518155,1,0,0,0,0,0,5.25,2.0957990408400002,5.333333333333333,2.0993329995599996,5.222222222222221,2.0733499529799997,3.5
60.0,0.0,0.0833,0.9167,11.0701,5.5345,14.6534,89.9979,89.9993,120.0011,0.1007,0.9788,1.08167,1.4033399999999998,3.3424998222918,1.782499,1.3850019999999998,0.6479354999999999,-5.56079064,1.9583259999999998,-0.29547348,-2.7796684,0.8833399999999999,11.628233445713802,111.0615865,1.5707596748806048,1.5707841094901327,2.0944143010149667,777.4888291517879,0.07717152677995108,0,0,0,1,0,0,0.0,0.0,6.0,2.202071599,6.0,2.20207219619,4.0
80.0,0.4062,0.5938,0.0,6.252000000000002,6.252000000000002,23.7931,90.0172,89.9994,119.9997,0.1622,2.5995,1.0468680000000001,1.215938,1.6151534766078002,1.7287599999999999,1.399054,0.2266756,-5.80268316,2.54589,-0.16829884,-2.7177830000000003,0.6878139999999999,7.5308525796976,52.36141837932,1.5710965234262395,1.5707858548193845,2.0943898664054394,805.4171778167835,0.09932740721628666,0,1,0,0,0,0,5.230769230769232,1.91903515625,5.684210526315789,2.0162053201299996,0.0,0.0,3.6666666666666665
80.0,0.375,0.1562,0.4688,24.4081,6.3248,6.2812,89.9998,105.0586,90.0001,0.2623,1.4629,1.0893799999999998,1.31001,2.4013325102502003,1.720936,1.421878,0.48412200000000005,-5.67223596,2.4131139999999998,-0.25949772,-2.7432526000000004,0.78251,9.593503465883199,74.835487975,1.5707928361363923,1.8336184775357145,1.5707980721241486,936.3709028628152,0.0854362301897804,0,0,0,0,1,0,5.0,2.0107978660900003,4.8,1.9961113864,5.066666666666666,2.0154357017900004,3.333333333333333
30.0,0.0,0.6667,0.3333,5.2326,5.232,13.9994,90.0004,89.9997,120.0003,0.1412,1.6933,1.0233299999999999,1.2866600000000001,2.3855116082081995,1.8000009999999997,1.349998,0.31831449999999994,-5.72460936,2.0866740000000004,-0.17622652,-2.7493316,0.7666599999999999,9.068562203786199,84.7531635,1.5708033081119046,1.5707910908071407,2.0944003383809515,331.91280965962073,0.09038518287608496,0,0,0,1,0,0,0.0,0.0,6.0,2.08942051848,6.0,2.0894205107,4.0
80.0,0.4688,0.4688,0.0625,10.0946,8.666,9.2902,90.0014,90.00200000000002,90.0015,0.097,2.8337,1.0619809999999998,1.227934,1.6833969717290995,1.714546,1.413579,0.27689990000000003,-5.78332366,2.591826,-0.19036197,-2.7191152,0.6985060000000001,7.794219490809,52.51121269568,1.5708207614044245,1.5708312333799366,1.5708225067336763,812.7048703884516,0.09843671782323896,1,0,0,0,0,0,5.266666666666667,1.97439582938,5.133333333333334,1.94924723945,6.0,2.02748762434,3.5
80.0,0.375,0.2812,0.3438,9.5513,9.551,9.5511,90.0025,90.0028,89.9974,0.2183,2.1158,1.0768799999999998,1.2850099999999998,2.1962870410002,1.7246860000000002,1.4143780000000001,0.413497,-5.70733596,2.440614,-0.23394772,-2.7367526,0.75751,9.045065164133199,69.198612975,1.5708399600261964,1.5708451960139522,1.5707509482343447,871.2939973111012,0.09181745799567982,0,0,0,0,0,1,6.0,2.0552747012,6.0,2.06038233277,6.0,2.06383559938,4.0
40.0,0.4375,0.5625,0.0,9.8929,5.7466,14.2052,91.1995,91.3921,30.5998,0.1846,1.7484,1.05125,1.215625,1.5979219179375,1.7225,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,0.686875,7.5250461495000005,51.0236106375,1.5917315511725687,1.5950930553119096,0.5340672604517608,410.9644858672937,0.0973320113429864,0,0,1,0,0,0,6.0,2.00589353724,4.888888888888889,1.93223261912,0.0,0.0,3.583333333333333
80.0,0.25,0.375,0.375,24.5628,6.3078,6.2103,89.9999,104.7775,90.0001,0.1727,1.6209,1.0625,1.2925,2.316282519,1.74875,1.395,0.401375,-5.70335,2.315,-0.2218,-2.74275,0.7675,9.20514398325,75.94825965,1.5707945814656443,1.8287123570083588,1.5707980721241486,930.3803718271216,0.08598633679566188,0,0,0,0,1,0,4.25,1.94242926303,5.166666666666667,2.0171783619799997,5.333333333333333,2.02800848711,3.333333333333333
80.0,0.0625,0.0312,0.9062,10.181,10.181,10.1813,90.0006,90.0007,89.9991,0.0678,0.9236,1.0892709999999999,1.4004929999999998,3.2906840606004,1.7701330000000002,1.394864,0.6568649999999999,-5.5607697200000015,2.0197950000000002,-0.30257897,-2.7766617,0.8792949999999999,11.569809698235199,107.9097753625,1.5708067987704086,1.5708085440996604,1.570780618831629,1055.3198553024831,0.07580640087271913,0,0,0,0,0,1,6.0,2.2025009004,6.0,2.20249971722,6.0,2.19477280768,4.0
40.0,0.3125,0.625,0.0625,10.1235,5.8607,14.1734,90.1617,90.1902,30.2696,0.2651,2.0286,1.04,1.229375,1.7692607814375,1.7456250000000002,1.386875,0.2396875,-5.788712500000001,2.443125,-0.1671875,-2.7243125,0.703125,7.822453919375,59.1847308125,1.5736185241953713,1.5741159430321898,0.5283041832616756,423.8792982039627,0.0943664863310988,0,0,1,0,0,0,5.6,2.00292739057,5.0,1.9609007562099998,6.0,2.02641672288,3.5
40.0,0.375,0.625,0.0,5.0346,8.651,9.2729,90.0002,90.0021,90.0019,0.0608,2.8162,1.0425,1.21625,1.6323299823750002,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999998,53.694951975,1.5707998174534008,1.5708329787091884,1.5708294880506846,403.8748960875382,0.09904057020501264,1,0,0,0,0,0,5.333333333333333,1.96659309882,5.2,1.96018296009,0.0,0.0,3.5
30.0,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.2627,2.2471,1.113332,1.297507,2.2011943615095,1.6808390000000002,1.4541629999999999,0.5042609,-5.678908580000001,2.622461,-0.27971854,-2.7332528999999997,0.7658410000000001,9.326272867012198,63.582992065380004,1.570649719137729,1.570946425110568,2.0944230276612275,314.69422550617844,0.09533063389309317,0,0,0,1,0,0,6.0,2.0551851378,0.0,0.0,6.0,2.0551851337700002,4.0
