number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206,Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord,Hf_log,band_log,Al?,Ga?,In?
80.0,0.4062,0.3438,0.25,24.4334,6.1934,6.0501,89.9997,104.5021,90.0001,0.2358,2.0491,1.071868,1.265938,2.0252444151077995,1.7212600000000002,1.414054,0.36792559999999996,-5.732483159999999,2.4908900000000003,-0.21939884,-2.730783,0.7378140000000001,8.6277291831976,63.63516837931999,1.5707910908071407,1.8239057202483664,1.5707980721241486,886.3659457431122,0.09025617509811876,0,0,0,0,1,0,4.615384615384615,1.94259725992,5.8181818181818175,2.02300658863,4.5,1.93262400985,3.333333333333333,-1.4447712908788664,0.7174006723606499,1,1,1
80.0,0.2812,0.3438,0.375,6.5691,6.5688,24.3694,90.0106,90.0042,119.9924,0.2349,1.4018,1.066868,1.292188,2.2991060132328,1.7425099999999998,1.400304,0.4088006,-5.7021581600000015,2.34464,-0.22642384,-2.741658,0.766564,9.1993561039476,74.61472605431999,1.5709813316956085,1.5708696306234802,2.094262457370044,910.753018672686,0.08783940141816984,0,1,0,0,0,0,5.4444444444444455,2.0495786601400003,5.363636363636363,2.03043787695,5.666666666666668,2.09940099773,3.6666666666666665,-1.44859538731727,0.3377571250840873,1,1,1
40.0,0.5625,0.25,0.1875,5.928999999999999,5.9282,14.0415,90.0155,90.0018,120.0027,0.3134,1.0404,1.0875,1.251875,1.8366739929375,1.691875,1.436875,0.3698125,-5.7440625,2.653125,-0.2297875,-2.7220625,0.7206250000000001,8.324514983124999,54.1362404625,1.5710668528289558,1.5708277427214326,2.0944422262830003,427.4020421821521,0.09358869647832103,0,0,1,0,0,0,5.111111111111111,1.97542902009,5.5,2.00232636459,5.333333333333333,1.99167975368,3.5,-1.1602749490602167,0.03960525459235942,1,1,1
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0515,4.2897,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96413012402,6.0,1.96413012948,0.0,0.0,4.0,-2.966173471312447,1.4562168004247742,1,1,0
80.0,0.125,0.6562,0.2188,10.4287,8.9342,9.5539,89.9986,90.0008,90.0009,0.1379,1.7931,1.02938,1.2625099999999998,2.1288738295001997,1.778436,1.364378,0.28337199999999996,-5.75198596,2.230614,-0.17134771999999998,-2.7390026,0.7400100000000001,8.5430041003832,74.247103325,1.5707718921853686,1.5708102894289124,1.5708120347581649,890.1568449016876,0.0898718023213488,1,0,0,0,0,0,6.0,2.07977709148,5.0,2.0070948408,5.571428571428571,2.05002326991,3.5,-1.981226494182881,0.583945965516181,1,1,1
80.0,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.115,1.0134,1.081252,1.3753019999999998,3.068590910517,1.7678040000000002,1.392818,0.5937024000000001,-5.59525588,2.0772459999999997,-0.28167844,-2.7693394,0.853426,11.016325586919198,100.94206492068001,1.5708155254166685,1.5708172707459205,1.5707701468561168,1017.2279976096806,0.07864510236445213,0,0,0,0,0,1,6.0,2.16645445715,6.0,2.16876311472,6.0,2.16903808614,4.0,-2.162823150618887,0.013311014059672416,1,1,1
80.0,0.25,0.7188,0.0312,9.3266,9.3264,9.3261,90.0052,90.0048,89.9943,0.1194,2.6134,1.02812,1.2237399999999998,1.7523254603748,1.7590640000000002,1.374372,0.207128,-5.79988904,2.390636,-0.15152728,-2.7248724000000006,0.6987399999999999,7.6967192781168,60.44459865,1.5708870839160003,1.5708801025989922,1.5706968430275332,811.217762649097,0.09861716999237484,0,0,0,0,0,1,6.0,2.01760411956,6.0,2.00979416899,6.0,1.99191677692,4.0,-2.1252760780236355,0.9606520555729087,1,1,1
80.0,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0123,2.3529,1.020632,1.217812,1.7183226170172,1.7662400000000005,1.367196,0.1820744,-5.80984184,2.3678600000000003,-0.14052616,-2.724342,0.6934359999999999,7.565616957302399,60.37116824568001,1.5707945814656443,1.8105312621903336,1.5707980721241486,854.3901655061252,0.09363403656760194,0,0,0,0,1,0,5.428571428571429,1.97671305636,4.88,1.93838518412,0.0,0.0,3.333333333333333,-4.398156016603766,0.8556486099045935,1,1,0
80.0,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.15,2.001,1.081248,1.284698,2.179110535233,1.718446,1.4196819999999999,0.4209226,-5.70614412,2.470254,-0.23857156,-2.7356606,0.7565740000000001,9.039277284830801,67.86507937932001,1.5707928361363923,1.828234136793312,1.5707980721241486,906.1652473615258,0.08828411841320925,0,0,0,0,1,0,4.615384615384615,1.95811832673,4.75,1.96904926823,5.636363636363638,2.02798568096,3.333333333333333,-1.8971199848858813,0.6936470556015963,1,1,1
40.0,0.0,0.5,0.5,5.3995,9.22,9.8402,89.9983,89.9989,90.0001,0.1061,1.246,1.04,1.3199999999999998,2.658960246,1.795,1.36,0.4125,-5.6778,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5707666561976128,1.5707771281731249,1.5707980721241486,489.8785139713411,0.08165289731882401,1,0,0,0,0,0,0.0,0.0,4.625,2.04752610342,5.875,2.12981978265,3.5,-2.2433732333621994,0.2199384203652614,0,1,1
80.0,0.2188,0.5938,0.1875,6.4508,6.4507,24.1753,90.0077,90.0036,119.9943,0.3069,1.1435,1.0394809999999999,1.255434,2.0260746987291003,1.7607959999999998,1.3785790000000002,0.28802490000000003,-5.75777366,2.326826,-0.17886196999999998,-2.7343652,0.731006,8.389035030559,68.83345304568,1.5709307171473,1.5708591586479683,2.0942956186258317,871.2601664441733,0.09182102325014999,0,1,0,0,0,0,5.857142857142858,2.10606171441,5.368421052631579,2.00183954625,5.5,2.03172142905,3.6666666666666665,-1.1812333173564464,0.13409373448069875,1,1,1
40.0,0.6875,0.0,0.3125,9.8517,5.7884,14.5524,98.9341,100.5107,31.683000000000003,0.391,1.6526,1.1175,1.2756249999999998,1.9729033333125,1.663125,1.465625,0.4701875,-5.7041875,2.744375,-0.2738625,-2.7241875,0.7418750000000001,8.849764665875,54.4304327875,1.7267257874973216,1.7542426484842644,0.5529726669093635,428.54457300732116,0.09333918224491584,0,0,1,0,0,0,5.090909090909091,1.98640179535,0.0,0.0,5.6,2.02215120852,3.5,-0.9390477189967712,0.502349805284947,1,0,1
30.0,0.4167,0.4167,0.1667,5.043,5.0426,13.6046,89.9941,90.0068,120.0009,0.1382,2.8254,1.065107,1.249295,1.883005437411,1.7218400000000005,1.410974,0.32337309999999997,-5.75605452,2.519407,-0.20393923,-2.7263571,0.720909,8.261062675546999,59.43694183462,1.5706933523690287,1.570915009184032,2.094410810356464,299.60975833532416,0.10013024998479493,0,0,0,1,0,0,6.0,2.01918212413,6.0,2.01918213022,6.0,2.01918212313,4.0,-1.9790533676485675,1.038649947495427,1,1,1
30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0606,3.7804,1.06,1.215,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.1822,-2.7145,0.685,7.51345184,48.3522693,1.5706619364424932,1.5709516610983238,2.094410810356464,282.2113960343946,0.10630329044665418,0,0,0,1,0,0,6.0,1.97927190243,6.0,1.97927189241,0.0,0.0,4.0,-2.803460385906868,1.329829824138764,1,1,0
80.0,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,90.0152,90.0059,119.9995,0.4439,1.6062,1.09312,1.24499,1.7509225429998,1.680314,1.445622,0.367003,-5.7504640400000016,2.719386,-0.23265228,-2.7182474,0.7124900000000001,8.1755917228668,50.053425625,1.5710616168411995,1.5708993012207642,2.0943863757469354,818.993699430861,0.0976808491391252,0,1,0,0,0,0,5.65,2.02115141475,5.285714285714286,1.9422225104,5.2,1.92204385759,3.6666666666666665,-0.8121559671421474,0.4738711407722248,1,1,1
40.0,0.6875,0.25,0.0625,5.7896,5.7894,14.1688,89.99799999999998,90.0023,119.9971,0.2213,1.9578,1.0925,1.225625,1.5628123948125,1.6706250000000002,1.450625,0.3289375,-5.7743875000000005,2.799375,-0.2227625,-2.7111875,0.691875,7.752888062375,43.1566827875,1.5707614202098563,1.5708364693676926,2.0943444878448885,411.29980924026637,0.0972526587694901,0,0,1,0,0,0,5.454545454545454,1.97358827803,5.5,1.97656749986,4.0,1.8430466754900003,3.583333333333333,-1.5082360319251331,0.6718213938451929,1,1,1
40.0,0.3125,0.0625,0.625,10.6585,6.1769,15.2114,91.1886,91.3794,30.3686,0.4095,0.461,1.09625,1.341875,2.6919653930624996,1.7287500000000002,1.4206249999999998,0.5574999999999999,-5.6307625,2.319375,-0.2821625,-2.7535625,0.815625,10.29042627725,84.55066831250002,1.5915413102841007,1.5948713984969063,0.5300320592211499,506.1550092343007,0.0790271740281916,0,0,1,0,0,0,5.6,2.12518831135,6.0,2.1507730836700003,5.2,2.09643125321,3.583333333333333,-0.892818375689013,-0.7743572359854884,1,1,1
80.0,0.4688,0.0312,0.5,6.6025,6.6021,24.3892,90.0166,90.01100000000002,119.9926,0.3317,1.4338,1.105632,1.315312,2.4008722362672,1.70124,1.439696,0.5240743999999999,-5.65989184,2.49536,-0.27977616,-2.741592,0.785936,9.7129929263024,72.23330289568001,1.5710860514507277,1.570988313012616,2.094265948028548,920.7697077962367,0.08688383134526807,0,1,0,0,0,0,5.466666666666668,2.0624034784,5.0,1.94307158565,5.5625,2.0844310317500003,3.6666666666666665,-1.1035243330291302,0.3603282624366348,1,1,1
80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,0.0982,0.9743,1.087611,1.387944,3.1714615593543,1.766107,1.396707,0.6290844,-5.57825962,2.06369,-0.29448469,-2.7728677999999998,0.866016,11.2917441090672,103.77198422068001,1.5708102894289124,1.5708120347581649,1.5707771281731249,1034.1413369725312,0.07735886492479023,0,0,0,0,0,1,6.0,2.18767337807,6.0,2.17376254337,6.0,2.18045886655,4.0,-2.320749063621717,-0.02603601455084144,1,1,1
30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0428,4.2811,1.083338,1.213333,1.4717406640323,1.6766599999999998,1.443339,0.28867459999999995,-5.79273206,2.793365,-0.20690494,-2.7086655,0.679999,7.482527497701597,41.227267684619996,1.5706113218941848,1.5710005303173795,2.0944160463442194,275.7870771620909,0.10877957121380208,0,0,0,1,0,0,6.0,1.96413012028,6.0,1.96413013696,0.0,0.0,4.0,-3.151217176394386,1.4542099859182558,1,1,0
80.0,0.8125,0.0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,0.2187,3.2662,1.1224999999999998,1.249375,1.6990417351875,1.641875,1.479375,0.4293125,-5.7345125,2.890625,-0.26683749999999995,-2.7133125,0.713125,8.278137745125001,43.4508751125,1.5708277427214326,1.5708469413432042,1.5707841094901327,786.1175013867824,0.10176595719962064,0,0,0,0,0,1,6.0,1.98875473906,0.0,0.0,6.0,1.99656588637,4.0,-1.520054351299415,1.183627229660506,1,0,1
80.0,0.0,0.5,0.5,9.847000000000001,9.847000000000001,9.8468,90.0031,90.0027,89.99600000000002,0.1282,1.262,1.04,1.3199999999999998,2.658960246,1.795,1.36,0.4125,-5.6778,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5708504320017085,1.5708434506847004,1.5707265136248172,954.7792909570128,0.08378899789480444,0,0,0,0,0,1,0.0,0.0,6.0,2.1217472916,6.0,2.12513401211,4.0,-2.0541637344955674,0.23269776411902143,0,1,1
80.0,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,90.0151,90.0096,119.9939,0.3492,1.2786,1.096252,1.296552,2.247006116142,1.7040540000000002,1.434068,0.4710774,-5.68623088,2.515996,-0.26060344,-2.7367144000000003,0.7671760000000001,9.301444824669199,68.00339189568001,1.571059871511948,1.5709638784030882,2.094288637308824,897.0408837102676,0.08918211137613985,0,1,0,0,0,0,5.466666666666668,2.04432650245,5.5,2.05193967701,5.538461538461538,2.06061026181,3.6666666666666665,-1.05211045501669,0.24576572935048938,1,1,1
30.0,0.4167,0.0,0.5833,5.2589999999999995,5.2586,14.0718,89.9939,90.0057,120.0015,0.2757,1.8436,1.106668,1.332493,2.5661970994905,1.7091610000000002,1.435837,0.5587390999999999,-5.63849142,2.427539,-0.28908146,-2.7477471,0.8041590000000001,10.0881372269878,78.21654653462,1.570689861710525,1.5708958105622604,2.094421282331975,337.0132887868135,0.08901726133113189,0,0,0,1,0,0,6.0,2.10272649218,0.0,0.0,6.0,2.10272649713,4.0,-1.288441960952386,0.6117201818642161,1,0,1
40.0,0.4375,0.125,0.4375,10.4164,6.0348,14.86,91.0287,91.1936,30.339000000000002,0.4952,0.4109,1.095,1.303125,2.3155810603125,1.709375,1.430625,0.4813125,-5.6786375000000024,2.479375,-0.2623625,-2.7394375,0.774375,9.444580205625,70.7526731375,1.5887505288101624,1.5916285767467009,0.5295154417625596,471.73221264671656,0.08479387018235339,0,0,1,0,0,0,5.142857142857143,2.04348033388,6.0,2.10074059939,5.142857142857143,2.04327573635,3.5,-0.7027935576117508,-0.889405403092773,1,1,1
80.0,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.1261,1.9456,1.066252,1.272802,2.110776775767,1.7328039999999998,1.405318,0.3707024,-5.72610588,2.424746,-0.21652844,-2.7345894,0.7459260000000001,8.776195141919201,67.70919957068001,1.5707928361363923,1.8249843337260987,1.5707980721241486,899.8509876045149,0.08890360859964967,0,0,0,0,1,0,4.545454545454546,1.94676864558,5.0,1.98269800978,5.5555555555555545,2.01862737398,3.333333333333333,-2.070680036011263,0.6655704127897109,1,1,1
80.0,0.4062,0.4688,0.125,10.1932,8.7434,9.367,90.001,90.0017,90.0013,0.1332,2.5344,1.059368,1.240938,1.8201989458577998,1.72501,1.406554,0.29730059999999997,-5.76758316,2.51839,-0.19384884,-2.724283,0.7128140000000001,8.0792908814476,57.99829337931999,1.5708137800874171,1.5708259973921803,1.5708190160751725,834.8172467414536,0.0958293570386386,1,0,0,0,0,0,5.153846153846153,1.98259853787,5.2,1.97795554647,5.75,2.01148644645,3.5,-2.015903520875848,0.9299569226379697,1,1,1
20.0,0.25,0.75,0.0,12.3309,3.049,5.8260000000000005,89.9998,103.7468,90.0001,0.0254,2.4253,1.025,1.2175,1.70114611125,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,0.6924999999999999,7.559829078,59.03763465,1.5707928361363923,1.8107232484080529,1.5707980721241486,212.76530675663986,0.0940002874757957,0,0,0,0,1,0,3.5,1.93910558109,3.5,1.93910558109,0.0,0.0,2.333333333333333,-3.673006104957646,0.885955228078036,1,1,0
80.0,0.4688,0.0,0.5312,6.6257,6.6252,24.4294,90.0173,90.0113,119.9922,0.3432,1.2053,1.108752,1.321552,2.452051585392,1.700304,1.441568,0.5417023999999999,-5.65113088,2.488496,-0.28615344,-2.7432144,0.792176,9.849883126419199,73.64026689568001,1.5710982687554915,1.5709935490003717,2.09425896671154,928.7701900776357,0.08613540879613378,0,1,0,0,0,0,5.466666666666668,2.0684315187,0.0,0.0,5.529411764705882,2.0830247996,3.6666666666666665,-1.0694419113683298,0.18672849861216087,1,0,1
80.0,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.00200000000002,90.0018,89.9973,0.1025,1.0775,1.05875,1.3575,2.966528449875,1.7893750000000002,1.37125,0.5184375,-5.62515,2.00875,-0.248625,-2.76775,0.8375,10.622616975625,100.7258125,1.5708312333799366,1.5708277427214326,1.5707492029050931,1003.9852802131343,0.07968244313603574,0,0,0,0,0,1,0.0,0.0,6.0,2.14415446451,6.0,2.1661909051,4.0,-2.277892480403674,0.07464354299576571,0,1,1
30.0,0.0833,0.9167,0.0,5.0391,5.0386,13.584000000000001,89.9993,90.00200000000002,120.0,0.0744,2.5823,1.0016619999999998,1.219167,1.7929193007176998,1.7933400000000002,1.3441610000000002,0.1498254,-5.8150179400000015,2.239135,-0.12044506,-2.7290845,0.6975009999999999,7.5907534202984,66.16263626538,1.5707841094901327,1.5708312333799366,2.094395102393196,298.6903306163817,0.10043847063308534,0,0,0,1,0,0,6.0,2.01974070433,6.0,2.01974069323,0.0,0.0,4.0,-2.598299337143091,0.9486804746758062,1,1,0
80.0,0.4062,0.3125,0.2812,9.4828,9.4825,9.4825,90.0028,90.0031,89.9971,0.2135,2.2313,1.074889,1.272056,2.0762398863957,1.7201430000000002,1.415793,0.3855406,-5.723140379999999,2.48381,-0.22576531,-2.7321322,0.743984,8.7638587626828,65.03516007932001,1.5708451960139522,1.5708504320017085,1.5707457122465889,852.6725697491897,0.09382264991065876,0,0,0,0,0,1,6.0,2.04336830531,6.0,2.0487894454,6.0,2.04270297108,4.0,-1.5441184463134578,0.8025843752583205,1,1,1
80.0,0.3125,0.1875,0.5,6.6515,6.6511,24.5067,90.0136,90.0049,119.9912,0.271,1.0964,1.08375,1.316875,2.4869199238125,1.7325,1.413125,0.486875,-5.6658625,2.346875,-0.2566125,-2.7470625,0.7906249999999999,9.741987975499999,78.91379331249998,1.5710336915731675,1.5708818479282445,2.09424151341902,939.0030843718927,0.08519673825513863,0,1,0,0,0,0,5.4,2.06008690759,5.333333333333333,2.04373407138,5.625,2.11241600181,3.6666666666666665,-1.305636458102436,0.09203208544649372,1,1,1
40.0,0.5625,0.125,0.3125,6.0020000000000024,6.0012,14.3698,90.0068,89.9959,119.9994,0.3761,1.2417,1.1,1.276875,2.0417194621875,1.688125,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,0.745625,8.872953284874999,59.7731154625,1.570915009184032,1.570724768295565,2.094384630417684,448.24769977958425,0.08923637537832119,0,0,1,0,0,0,5.5555555555555545,2.03788538909,6.0,2.06524886426,4.8,1.98102695503,3.583333333333333,-0.9779002135058463,0.21648140844065938,1,1,1
80.0,0.5938,0.4062,0.0,24.3046,6.0002,5.7556,89.9994,103.8693,90.0002,0.0352,3.1663,1.073132,1.214062,1.5118742303922001,1.69124,1.4309459999999998,0.2713244,-5.79551684,2.72411,-0.19610116,-2.7112170000000004,0.682186,7.4960511003024015,44.34312022068,1.5707858548193845,1.8128612767417456,1.5707998174534008,814.8820168040922,0.09817372128759712,0,0,0,0,1,0,4.947368421052632,1.91294004375,5.0769230769230775,1.92229370834,0.0,0.0,3.333333333333333,-3.3467091963780855,1.1525637137605826,1,1,0
40.0,0.0,0.9375,0.0625,10.3453,5.9103,14.7735,97.014,95.6274,30.0951,0.1279,1.5455,0.99625,1.2325,1.941301103625,1.808125,1.3337500000000002,0.1653125,-5.80065,2.14625,-0.120875,-2.73525,0.7125,7.880425466875,72.5414375,1.6932137205297788,1.669012985121625,0.5252585837169454,449.5099432581197,0.0889857957536459,0,0,1,0,0,0,0.0,0.0,5.333333333333333,2.02833100229,6.0,2.07058823597,3.583333333333333,-2.0565065703973398,0.43534748259003403,0,1,1
10.0,0.25,0.0,0.75,3.4282,3.4279,12.4378,90.0196,89.9997,119.9879,0.2351,1.0193,1.1,1.3675,2.93141892675,1.7375,1.4175,0.61325,-5.5980500000000015,2.2325,-0.29845,-2.76225,0.8425,10.850458888499999,92.85888465,1.5711384113282874,1.5707910908071407,2.0941839175537043,126.59641332169123,0.07899117943088348,0,1,0,0,0,0,3.0,2.01875779178,0.0,0.0,2.333333333333333,2.15091133802,1.6666666666666667,-1.4477443234361131,0.019116117192230143,1,0,1
80.0,0.5938,0.375,0.0312,10.0015,8.59,9.2159,90.0024,90.0022,90.0016,0.0856,3.2617,1.076252,1.2203019999999998,1.563053579517,1.690304,1.432818,0.28895240000000005,-5.78675588,2.717246,-0.20247844,-2.7128394000000005,0.688426,7.6329413004192,45.75008422068,1.5708382146969444,1.5708347240384404,1.5708242520629283,791.7645552844651,0.10104013808910353,1,0,0,0,0,0,5.2631578947368425,1.94954635312,5.25,1.94957479969,5.0,1.95015772198,3.5,-2.4580699958344407,1.1822485318517761,1,1,1
40.0,0.5625,0.125,0.3125,6.0020000000000024,6.0012,14.3698,90.0068,89.9959,119.9994,0.4327,0.6236,1.1,1.276875,2.0417194621875,1.688125,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,0.745625,8.872953284874999,59.7731154625,1.570915009184032,1.570724768295565,2.094384630417684,448.24769977958425,0.08923637537832119,0,0,1,0,0,0,5.5555555555555545,2.0380922636200003,5.0,1.99684475428,5.2,2.01341700085,3.583333333333333,-0.837710631751298,-0.47224614179851554,1,1,1
80.0,0.4375,0.0312,0.5312,10.6292,9.0718,9.6997,90.0028,89.9998,90.0005,0.3506,1.5498,1.104271,1.321743,2.4690992662254,1.7063830000000002,1.436114,0.5342399999999999,-5.65174472,2.458545,-0.28150397,-2.7440367,0.793045,9.8549289359852,74.9711023375,1.5708451960139522,1.5707928361363923,1.5708050534411566,935.3030436808756,0.08553377489841239,1,0,0,0,0,0,5.428571428571429,2.07492870911,5.0,2.06193862836,5.117647058823528,2.04943830462,3.5,-1.048109306495003,0.4381258903477128,1,1,1
80.0,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2227,1.9743,1.08875,1.290625,2.2130583256875003,1.7112500000000002,1.426875,0.446,-5.6961875000000015,2.493125,-0.2495875,-2.7361875,0.7618750000000001,9.17036105475,67.9342356375,1.5708364693676926,1.5708067987704086,1.5708067987704086,894.3711798930467,0.08944832056145502,1,0,0,0,0,0,5.428571428571429,2.04407503357,4.5,1.96936173779,5.416666666666668,2.04051732081,3.5,-1.5019297047188152,0.680213905148046,1,1,1
80.0,0.5,0.25,0.25,9.4158,9.4154,9.4155,90.0026,90.0031,89.9976,0.2126,2.5513,1.085,1.265,1.973604792,1.7025,1.43,0.39025,-5.728899999999999,2.58,-0.2333,-2.7275,0.735,8.6103284435,59.626019299999996,1.5708417053554484,1.5708504320017085,1.5707544388928492,834.7172460060547,0.09584083758036996,0,0,0,0,0,1,6.0,2.03042414546,6.0,2.0304213680200003,6.0,2.03042349001,4.0,-1.5483428130742893,0.9366030331860333,1,1,1
80.0,0.5,0.3125,0.1875,9.3604,9.36,9.3601,90.0031,90.0034,89.9971,0.2042,2.6141,1.07875,1.2525,1.871082057375,1.704375,1.42625,0.3549375,-5.74645,2.59375,-0.220525,-2.7242500000000005,0.7224999999999999,8.336109292625,56.807581799999994,1.5708504320017085,1.5708556679894643,1.5707457122465889,820.0696574798802,0.09755268868969554,0,0,0,0,0,1,6.0,2.01847088253,6.0,2.01975616432,6.0,2.0163239611700003,4.0,-1.5886553732515718,0.9609198700173598,1,1,1
80.0,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0598,0.9677,1.089271,1.4004929999999998,3.2906840606004,1.7701330000000002,1.3948639999999999,0.6568649999999999,-5.5607697200000015,2.019795,-0.30257897,-2.7766617,0.8792949999999999,11.569809698235199,107.9097753625,1.5708067987704086,1.5708085440996604,1.5707806188316291,1055.3198553024831,0.07580640087271913,0,0,0,0,0,1,6.0,2.18849567049,6.0,2.20250033237,6.0,2.1957386644,4.0,-2.816749618025551,-0.03283315709524021,1,1,1
30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1985,2.6453,1.073338,1.265833,2.0194638602823,1.7191599999999998,1.4158389999999998,0.3704246,-5.73208206,2.500865,-0.22095494,-2.7304155000000003,0.737499,8.6257813392016,63.186383034619986,1.5706950976982808,1.5709097731962762,2.0944125556857154,306.8593037887638,0.09776467465575506,0,0,0,1,0,0,6.0,2.03535443867,6.0,2.03535444062,6.0,2.03535444027,4.0,-1.616966178854892,0.9727844804286196,1,1,1
80.0,0.0625,0.2188,0.7188,11.0125,9.3786,10.002,89.9997,89.9976,90.0001,0.1848,1.0341,1.070729,1.363257,2.9836476487746,1.7761169999999995,1.383886,0.55101,-5.614555279999999,2.061455,-0.26429603,-2.7674633,0.8419549999999999,10.749112237514801,99.4729169625,1.5707910908071407,1.5707544388928492,1.5707980721241486,1033.024887742995,0.07744247108584969,1,0,0,0,0,0,6.0,2.17526924527,5.0,2.0972177926900004,5.260869565217392,2.1363907577,3.5,-1.6884811197745533,0.033531483208792345,1,1,1
80.0,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0416,0.91,1.0806200000000001,1.4012399999999998,3.3252760028748,1.782814,1.384372,0.642003,-5.5637390400000015,1.960636,-0.29332728,-2.7791223999999994,0.8812399999999999,11.582164628366801,110.588089,1.5708102894289124,1.5708102894289124,1.5707736375146206,1063.4776875825494,0.07522489746056872,0,0,0,0,0,1,0.0,0.0,6.0,2.20816848095,6.0,2.20042138561,4.0,-3.1796551117149194,-0.09431067947124129,0,1,1
80.0,0.0312,0.4688,0.5,6.7431,6.7427,24.7186,90.0005,89.9974,119.9883,0.2808,0.7935,1.044368,1.319688,2.6417837402328,1.78876,1.365304,0.41992559999999995,-5.67660816,2.07964,-0.21492384,-2.756908,0.799064,9.794171643697599,90.93696640431999,1.5708050534411566,1.5707509482343447,2.094190898870712,973.4174523180272,0.08218467812498499,0,1,0,0,0,0,6.0,2.2184938876,5.466666666666668,2.10130046585,5.5,2.10929092665,3.6666666666666665,-1.270112606830481,-0.2313017390156733,1,1,1
80.0,0.4062,0.3125,0.2812,10.3665,8.8745,9.4996,90.0016,90.001,90.0008,0.1848,2.1374,1.074889,1.272056,2.0762398863957,1.7201430000000002,1.415793,0.3855406,-5.723140379999999,2.48381,-0.22576531,-2.7321322,0.743984,8.7638587626828,65.03516007932001,1.5708242520629283,1.5708137800874171,1.5708102894289124,873.9394908142378,0.09153951828571688,1,0,0,0,0,0,5.307692307692308,2.0239845565400003,5.2,1.99842629301,5.222222222222221,2.02029769462,3.5,-1.6884811197745533,0.7595901371086593,1,1,1
80.0,0.0,0.5312,0.4688,9.8193,9.8193,9.8191,90.0032,90.0028,89.9957,0.1283,1.3027,1.03688,1.3137599999999998,2.6077808968752003,1.795936,1.358128,0.394872,-5.68656096,2.056864,-0.20392272,-2.7563776,0.79376,9.6630693228832,90.863536,1.5708521773309605,1.5708451960139522,1.5707212776370612,946.7443853914535,0.08450010502773897,0,0,0,0,0,1,0.0,0.0,6.0,2.1162691032,6.0,2.11881714749,4.0,-2.0533840073605463,0.2644390337213813,0,1,1
30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0772,3.3819999999999997,1.048338,1.215833,1.6093729217822998,1.72666,1.400839,0.2291746,-5.8022820600000005,2.5558650000000003,-0.16985494,-2.7174155000000004,0.6874990000000001,7.528904735701599,51.91263303462,1.5706881163812734,1.570927226488796,2.09440731969796,285.4575763387698,0.1050944255352227,0,0,0,1,0,0,6.0,1.98943199101,6.0,1.98943199493,0.0,0.0,4.0,-2.5613558219514063,1.2184672504763885,1,1,0
