Al_coord, Al_O_mean, Ga_coord, Ga_O_mean, In_coord, In_O_mean, O_coord
6.0,2.0551851378,0,0,6.0,2.05518513377,4.0
0,0,5.2,2.0139292076,6.0,2.19499376189,3.6666666666666665
5.230769230769231,1.96108926015,0,0,5.333333333333333,1.9608388542,3.5
5.571428571428571,2.06577656915,5.625,2.07744606291,5.222222222222222,1.98384179055,3.6666666666666665
6.0,1.97766269761,6.0,1.97605944294,0,0,4.0
5.0,2.03351051801,5.777777777777778,2.08963158608,4.8,2.01736295688,3.5833333333333335
6.0,2.03636791222,5.0,1.97022622976,4.0,1.8703919976,3.5
5.0,2.05357510914,5.555555555555555,2.09481118235,5.6,2.09807547869,3.6666666666666665
5.555555555555555,1.97148522644,5.142857142857143,1.94341211465,0,0,3.5833333333333335
6.0,2.01343194425,5.076923076923077,1.96969153574,0,0,3.5
0,0,4.0,2.01120704272,5.230769230769231,2.11339010591,3.3333333333333335
6.0,2.01233093798,6.0,2.00786500298,6.0,2.00293331187,4.0
4.75,1.99194087979,4.7272727272727275,1.99013381524,5.384615384615385,2.03623977657,3.3333333333333335
0,0,4.666666666666667,2.04105341307,6.0,2.121568585,3.5
3.5,2.04777690193,0,0,3.5,2.04777690193,2.3333333333333335
6.0,1.9868438213,6.0,1.98684381504,0,0,4.0
6.0,2.05074184624,6.0,2.05336258161,6.0,2.05058326467,4.0
5.333333333333333,2.12161089106,4.5,2.03327952515,5.363636363636363,2.12412839884,3.5
0,0,5.25,1.99550550852,0,0,3.5
6.0,2.0346584814,5.0,1.94915485328,0,0,3.5
6.0,2.01685918712,6.0,2.02233373627,6.0,2.01632586237,4.0
5.2727272727272725,2.04074068955,5.0,2.03861272936,5.384615384615385,2.0522756318,3.5
6.0,1.99352438956,6.0,1.98941835926,0,0,4.0
5.5,1.98018831134,0,0,5.5,1.98018831428,3.6666666666666665
0,0,5.238095238095238,2.01813455151,6.0,2.1883413578,3.6666666666666665
6.0,1.95292382406,6.0,1.96058918044,0,0,4.0
6.0,2.01002236086,4.8,1.92707683534,0,0,3.5
5.5,2.01222591835,5.416666666666667,1.99376991861,5.666666666666667,2.04750944019,3.6666666666666665
5.5,1.93952200456,5.0,1.82724887411,6.0,2.03308295389,3.6666666666666665
4.857142857142857,1.99022117295,4.5,1.96143859731,5.285714285714286,2.01962607456,3.3333333333333335
0,0,6.0,2.13439868996,6.0,2.12502298971,4.0
0,0,6.0,2.13442305835,6.0,2.13615112082,4.0
4.8,2.05267773689,5.2727272727272725,2.08228225629,5.375,2.08583258276,3.5
6.0,2.00301190642,6.0,2.00301189698,6.0,2.00301191035,4.0
5.333333333333333,1.98308986896,4.75,1.93544679237,5.285714285714286,1.99746265468,3.5
5.4,2.03294711881,0,0,5.0,2.00306428941,3.5
6.0,1.95656029129,6.0,1.95656027698,0,0,4.0
6.0,2.09167769192,5.142857142857143,2.03470960398,5.2,2.03889670181,3.5833333333333335
5.275862068965517,1.91599206005,5.0,1.91669077393,0,0,3.5
5.444444444444445,2.03724955279,0,0,5.0,2.02463203424,3.5
6.0,2.13250463712,0,0,4.72,2.05470193283,3.3333333333333335
4.888888888888889,1.93575110359,5.666666666666667,1.98946374887,6.0,2.00668062983,3.5
6.0,2.02856342377,6.0,2.02856478402,6.0,2.02265640395,4.0
5.5625,1.98334468382,5.4375,1.95719691092,0,0,3.6666666666666665
4.888888888888889,1.98868086211,6.0,2.06524883051,5.6,2.04081966783,3.5
6.0,2.05518513357,0,0,6.0,2.05518513969,4.0
5.0,1.98578032301,5.5,2.02669922951,5.0,1.99077455646,3.5833333333333335
6.0,1.96016075166,0,0,6.0,1.96016075979,4.0
6.0,1.97629009472,6.0,1.98893257405,0,0,4.0
5.458333333333333,1.98848050268,0,0,5.625,2.023964085,3.6666666666666665
5.428571428571429,1.9621430517,0,0,4.0,1.83398812717,3.5
5.6,2.12743536938,5.4,2.09562674753,5.0588235294117645,2.06646644303,3.5
6.0,1.95913400672,6.0,1.95913400976,0,0,4.0
5.090909090909091,1.95994571037,5.25,1.9720020684,5.833333333333333,2.0105667261,3.5
5.5,2.04859782726,4.75,1.99683671175,5.166666666666667,2.02744812415,3.3333333333333335
5.111111111111111,2.08812946981,5.5,2.11220763548,5.285714285714286,2.10304966179,3.5
5.25,2.08687879464,5.5,2.07194591248,5.125,2.06369189296,3.5
4.333333333333333,1.89814644837,5.12,1.96372919478,6.0,2.0167141255,3.3333333333333335
6.0,2.12156097886,0,0,4.8,2.05795273372,3.5
5.153846153846154,2.05151969,5.25,2.05853327264,5.333333333333333,2.05031084799,3.5
5.0,1.87539580286,5.666666666666667,2.0271286376,0,0,3.6666666666666665
5.1,2.07067809002,6.0,2.13408999287,5.25,2.09545502957,3.5
5.0,1.97506703522,4.333333333333333,1.919734875,6.0,2.03501020879,3.3333333333333335
4.285714285714286,1.93259987988,4.875,1.9836203942,5.777777777777778,2.04159825139,3.3333333333333335
6.0,2.22789091028,6.0,2.22788812898,5.142857142857143,2.15062766315,3.5
6.0,2.13072686569,6.0,2.1375212633,6.0,2.12975460827,4.0
4.7272727272727275,1.97743302391,4.888888888888889,1.98988939635,5.333333333333333,2.02025180416,3.3333333333333335
5.541666666666667,1.95748111756,5.375,1.92271227954,0,0,3.6666666666666665
4.5,1.92992273023,5.076923076923077,1.97545718291,5.714285714285714,2.01507215674,3.3333333333333335
5.555555555555555,2.04868751539,5.0,2.00824401021,5.6,2.05159449253,3.6666666666666665
5.0,1.97505082014,4.444444444444445,1.93037228053,5.555555555555555,2.01079365183,3.3333333333333335
0,0,6.0,2.10924150118,6.0,2.11437268098,4.0
6.0,2.10438916795,5.75,2.08947862438,4.8,2.01880062362,3.6666666666666665
4.666666666666667,1.99311889912,4.75,1.99977937439,5.333333333333333,2.0405747854,3.3333333333333335
6.0,2.19933856408,6.0,2.1900152843,6.0,2.19234456825,4.0
6.0,1.9792718874,6.0,1.97927190744,0,0,4.0
5.275862068965517,1.9229720803,4.5,1.86908775388,6.0,1.981684481,3.5
5.166666666666667,1.97671742768,5.444444444444445,1.98955379592,5.2,1.95324022911,3.5
5.0,2.01558699732,6.0,2.08384741711,5.666666666666667,2.06353555585,3.5833333333333335
0,0,6.0,2.15020521569,6.0,2.15496236493,4.0
6.0,2.12650415012,0,0,6.0,2.12650377179,4.0
5.428571428571429,2.04417211645,5.5,2.06073333087,5.571428571428571,2.07686989877,3.6666666666666665
5.5,2.20427461449,6.0,2.1914633177,5.206896551724138,2.16419945153,3.5
6.0,1.99391051707,6.0,1.99391204086,0,0,4.0
6.0,2.07789046715,6.0,2.06467423053,6.0,2.07127915858,4.0
5.666666666666667,1.99229782303,5.0,1.94600237393,5.5,1.98219848903,3.5833333333333335
6.0,2.00965792808,6.0,2.01640328448,6.0,2.0035848738,4.0
0,0,4.777777777777778,2.05086909527,5.857142857142857,2.11323787371,3.5
0,0,6.0,2.14610009348,6.0,2.13813763236,4.0
5.222222222222222,1.97289735398,5.333333333333333,1.98446303886,5.2,1.97694329198,3.5
6.0,1.97115403483,6.0,1.97849485937,0,0,4.0
6.0,2.06671852627,0,0,6.0,2.07251644129,4.0
0,0,5.2727272727272725,2.02121778065,6.0,2.18169107767,3.6666666666666665
5.25,1.99906833421,5.333333333333333,1.99721091213,5.142857142857143,1.98052850437,3.5
5.5,1.93344819556,5.5,1.93344819902,0,0,3.6666666666666665
5.0,2.02761179506,5.428571428571429,2.04636032266,4.875,2.01028947964,3.5
6.0,2.10272650478,0,0,6.0,2.10272648812,4.0
5.466666666666667,2.03228127548,5.333333333333333,2.00124889134,5.636363636363637,2.06965360441,3.6666666666666665
6.0,2.1386465403,6.0,2.12684007387,6.0,2.13799791115,4.0
5.473684210526316,1.9567951651,5.538461538461538,1.97022147901,0,0,3.6666666666666665
5.333333333333333,1.93159659468,0,0,4.0,1.80506452563,3.5
5.5,2.05356719934,5.363636363636363,2.02185236042,5.636363636363637,2.08374745385,3.6666666666666665
6.0,2.03142137095,0,0,6.0,2.03142173799,4.0
6.0,1.99441641718,6.0,1.99441641104,0,0,4.0
5.333333333333333,2.05071120292,5.0,2.02468436072,5.666666666666667,2.07296700079,3.5833333333333335
5.5,2.15579893262,5.0,2.0940194005,5.217391304347826,2.11346773741,3.5
4.875,1.97356250244,5.409090909090909,1.9929825926,5.0,1.9487330444,3.5
0,0,6.0,2.12113342585,6.0,2.12113342585,4.0
4.533333333333333,1.93058586889,5.111111111111111,1.97519562951,5.75,2.01408619004,3.3333333333333335
6.0,2.09192188252,0,0,6.0,2.08273385691,4.0
0,0,6.0,2.24566615786,5.333333333333333,2.19943060538,3.5833333333333335
5.555555555555555,2.03809117836,6.0,2.06439535695,5.2,2.01302333914,3.6666666666666665
0,0,6.0,2.19193015364,6.0,2.2137862423,4.0
0,0,4.5,2.10711912004,5.357142857142857,2.17434862883,3.5
5.666666666666667,2.13707614752,5.2,2.02365915627,5.5,2.09877949863,3.6666666666666665
6.0,1.99157397921,6.0,1.99075285056,0,0,4.0
4.0,1.94118609495,4.5,1.99115146323,5.714285714285714,2.0760925893,3.3333333333333335
6.0,2.05148728604,0,0,6.0,2.05233603813,4.0
6.0,2.01914552295,6.0,2.02774369005,6.0,2.01484639889,4.0
5.2727272727272725,2.0235238473,0,0,5.6,2.0458826387,3.5833333333333335
6.0,2.02777904289,6.0,2.02777904475,6.0,2.02777904104,4.0
4.625,2.0380987277,5.166666666666667,2.07947206009,5.555555555555555,2.10223824494,3.5
4.857142857142857,1.97134935303,6.0,2.05033262321,6.0,2.05059849254,3.6666666666666665
5.473684210526316,1.95679516902,5.538461538461538,1.97022147335,0,0,3.6666666666666665
5.25,2.09579904084,5.333333333333333,2.09933299956,5.222222222222222,2.07334995298,3.5
0,0,6.0,2.202071599,6.0,2.20207219619,4.0
5.230769230769231,1.91903515625,5.684210526315789,2.01620532013,0,0,3.6666666666666665
5.0,2.01079786609,4.8,1.9961113864,5.066666666666666,2.01543570179,3.3333333333333335
0,0,6.0,2.08942051848,6.0,2.0894205107,4.0
5.266666666666667,1.97439582938,5.133333333333334,1.94924723945,6.0,2.02748762434,3.5
6.0,2.0552747012,6.0,2.06038233277,6.0,2.06383559938,4.0
6.0,2.00589353724,4.888888888888889,1.93223261912,0,0,3.5833333333333335
4.25,1.94242926303,5.166666666666667,2.01717836198,5.333333333333333,2.02800848711,3.3333333333333335
6.0,2.2025009004,6.0,2.20249971722,6.0,2.19477280768,4.0
5.6,2.00292739057,5.0,1.96090075621,6.0,2.02641672288,3.5
5.333333333333333,1.96659309882,5.2,1.96018296009,0,0,3.5
6.0,2.0551851378,0,0,6.0,2.05518513377,4.0
6.0,1.9944164156,6.0,1.99441641183,0,0,4.0
6.0,2.07979317018,6.0,2.07537930085,6.0,2.07663729784,4.0
6.0,1.97927189742,6.0,1.97927189742,0,0,4.0
5.142857142857143,2.08119861614,5.0,2.07788030385,5.35,2.1097870417,3.5
6.0,2.04293046673,6.0,2.04293046952,6.0,2.04293048254,4.0
0,0,4.0,2.03138163899,5.428571428571429,2.18143639646,3.5
5.333333333333333,2.00084270934,5.125,1.97493362479,5.5,1.99275532414,3.5
5.631578947368421,2.05758906197,5.0,1.90668249914,5.363636363636363,1.9979085004,3.6666666666666665
4.8,1.9576351843,4.75,1.95372283014,5.555555555555555,2.00818280009,3.3333333333333335
6.0,1.98670333786,6.0,1.98431845,0,0,4.0
0,0,5.0,2.19046628429,5.571428571428571,2.21813009565,3.6666666666666665
6.0,1.97927189241,6.0,1.97927190243,0,0,4.0
6.0,1.95656028745,6.0,1.95656028849,0,0,4.0
0,0,4.814814814814815,1.97628535002,6.0,2.05218688759,3.3333333333333335
5.0,2.17723535004,6.0,2.24331123624,5.233333333333333,2.17410465288,3.5
6.0,2.01538237369,6.0,2.02062271883,6.0,2.01942895835,4.0
6.0,1.97170066181,6.0,1.97170066942,0,0,4.0
5.2105263157894735,1.95445294772,5.363636363636363,1.96400313945,5.0,1.91911228687,3.5
6.0,1.9738056184,6.0,1.974619468,0,0,4.0
4.461538461538462,1.93438676381,5.0,1.97759969648,5.777777777777778,2.02579873677,3.3333333333333335
6.0,1.98684382203,6.0,1.98684381452,0,0,4.0
5.384615384615385,1.98925908363,0,0,5.333333333333333,1.98575009925,3.5833333333333335
5.5,2.0656855303,5.444444444444445,2.0528056981,5.538461538461538,2.07445095932,3.6666666666666665
0,0,4.666666666666667,2.0878053273,5.384615384615385,2.16829704556,3.5
6.0,2.01782815636,6.0,2.00558331753,6.0,2.01629888238,4.0
5.142857142857143,2.03481141453,6.0,2.09090764736,5.428571428571429,2.05556844263,3.5833333333333335
5.285714285714286,1.95166997937,0,0,5.0,1.92978937355,3.5
5.583333333333333,2.09366007057,5.0,2.04139594206,5.0588235294117645,2.05034658698,3.5
5.375,1.97542396641,5.142857142857143,1.95528519592,5.0,1.92719011615,3.5
4.909090909090909,1.98115138941,4.545454545454546,1.95195715509,5.6,2.02617496508,3.3333333333333335
5.583333333333333,2.03572324889,5.285714285714286,1.96888103699,5.833333333333333,2.08659971561,3.6666666666666665
5.666666666666667,2.02005968544,0,0,5.0,1.97324357967,3.6666666666666665
4.5,1.96638890099,4.666666666666667,1.98041826143,5.571428571428571,2.04193161107,3.3333333333333335
6.0,2.08724895844,0,0,6.0,2.10252734927,4.0
0,0,6.0,2.10495106442,6.0,2.10495070084,4.0
4.666666666666667,1.98743213676,5.333333333333333,2.04184527388,6.0,2.08402672805,3.5833333333333335
6.0,1.97927189241,6.0,1.97927190243,0,0,4.0
6.0,1.98606519509,6.0,2.00877321552,0,0,4.0
6.0,1.94142274518,6.0,1.9414227584,0,0,4.0
6.0,1.98808051315,6.0,2.00478019607,0,0,4.0
6.0,2.07528333689,6.0,2.0752833332,6.0,2.07528333131,4.0
4.857142857142857,2.01305870484,4.6,1.9925970042,5.333333333333333,2.04574058781,3.3333333333333335
5.4,2.03437928835,6.0,2.06982424131,5.6,2.04963157899,3.6666666666666665
6.0,2.03108723545,6.0,2.03396817484,6.0,2.03649072179,4.0
6.0,2.06012754528,6.0,2.0601275316,6.0,2.06012756037,4.0
6.0,2.10764388532,6.0,2.10764386244,6.0,2.10764388301,4.0
3.5,1.89873257266,3.5,1.89873257266,0,0,2.3333333333333335
5.2727272727272725,1.99805124228,0,0,5.2,1.99285789207,3.5
6.0,1.9833140755,6.0,2.0002699058,0,0,4.0
5.25,1.99561750097,5.6,2.01924073803,5.333333333333333,2.00180298809,3.5833333333333335
5.333333333333333,2.04479656978,5.238095238095238,2.03633593256,5.25,2.03302013611,3.5
5.230769230769231,1.92384977929,6.0,1.97056547897,0,0,3.5833333333333335
6.0,2.02086377712,6.0,2.02305389943,6.0,2.01914871293,4.0
5.0,2.03426094999,5.111111111111111,2.0430915105,5.6,2.07812446213,3.5
5.0,2.01146410881,5.2,2.02767083257,5.6,2.05542074017,3.5
6.0,1.98016238378,6.0,1.97936007827,0,0,4.0
5.6,2.10204090882,5.2,2.07806928654,4.818181818181818,2.05147435465,3.3333333333333335
6.0,1.97170066118,6.0,1.9717006703,0,0,4.0
5.0,1.97954811629,5.583333333333333,2.03086236264,5.142857142857143,1.99248051196,3.5
5.571428571428571,2.13344657175,5.6,2.14010807093,5.45,2.10435597227,3.6666666666666665
5.0,2.05599796684,5.5,2.07721821278,5.142857142857143,2.05724748775,3.5
4.0,1.94895971836,5.0,2.03878613673,5.066666666666666,2.04351384296,3.3333333333333335
5.333333333333333,2.07500867688,4.0,1.94661125955,5.333333333333333,2.07552028413,3.5
5.333333333333333,2.11219230234,5.142857142857143,2.0877446063,5.2631578947368425,2.09298752281,3.5
5.4,2.01254645387,6.0,2.04941299892,5.2,1.9984646945,3.5833333333333335
6.0,2.22224374118,0,0,5.142857142857143,2.14517500104,3.5
6.0,2.19966529207,0,0,6.0,2.19194864629,4.0
5.2,1.94342056948,5.666666666666667,1.97391276943,0,0,3.5833333333333335
5.285714285714286,1.95391290709,0,0,6.0,1.99816541872,3.5833333333333335
6.0,1.98684381527,6.0,1.98684381935,0,0,4.0
5.541666666666667,2.00035833777,6.0,2.08990505992,5.285714285714286,1.94359406596,3.6666666666666665
5.0,1.87033459987,5.7272727272727275,2.0333168637,0,0,3.6666666666666665
4.5,1.95070652434,4.666666666666667,1.96485960617,5.818181818181818,2.04049013721,3.3333333333333335
6.0,2.02200160409,6.0,2.02484497681,6.0,2.01701457261,4.0
5.545454545454546,1.99375972054,5.476190476190476,1.97915782882,0,0,3.6666666666666665
6.0,2.03142149646,0,0,6.0,2.03142148611,4.0
4.0,1.94196855884,0,0,5.684210526315789,2.0706637379,3.3333333333333335
6.0,2.14710984211,6.0,2.15535595239,6.0,2.15487748885,4.0
0,0,4.0,1.97297889147,5.684210526315789,2.10466038902,3.3333333333333335
6.0,2.09725899813,5.25,2.04832926966,4.8,2.01195115154,3.5
0,0,6.0,2.13731772498,6.0,2.13731773971,4.0
5.461538461538462,1.97482806946,0,0,4.333333333333333,1.88574603275,3.5
6.0,2.01263018574,6.0,2.01263016884,6.0,2.01263019645,4.0
4.769230769230769,1.93980359143,5.0,1.95731568716,5.6,1.99609247056,3.3333333333333335
0,0,4.25,2.0361991255,5.583333333333333,2.16962053294,3.5
6.0,2.18917828251,5.333333333333333,2.04258226432,5.538461538461538,2.09144760635,3.6666666666666665
3.0,1.86360080484,3.5714285714285716,1.95947854717,0,0,2.3333333333333335
3.3333333333333335,1.9038118783,3.6,1.94300588843,0,0,2.3333333333333335
0,0,6.0,2.07202687774,6.0,2.06115190282,4.0
5.2727272727272725,1.94857143701,5.0,1.93818054935,6.0,1.96799660243,3.5
5.636363636363637,2.03186809151,0,0,5.2,2.00242669805,3.6666666666666665
6.0,2.05367620157,6.0,2.05498708023,6.0,2.05236845339,4.0
5.333333333333333,2.04597838695,4.875,2.01423149064,5.076923076923077,2.0289242691,3.3333333333333335
3.3333333333333335,1.9038118783,3.6,1.94300588843,0,0,2.3333333333333335
6.0,2.21132861518,6.0,2.21132808986,6.0,2.20383169366,4.0
4.857142857142857,1.96965896229,5.0,1.98014214782,5.2,1.99385092889,3.3333333333333335
5.25,1.99038864258,5.6,2.01490220547,5.333333333333333,1.99705793859,3.5833333333333335
5.2,2.03303849193,5.333333333333333,2.04360236325,5.2,2.03385277532,3.5
6.0,1.98786636526,6.0,1.9878663591,6.0,1.98786637631,4.0
5.6,2.16441935257,5.25,2.07598079012,5.521739130434782,2.14561745566,3.6666666666666665
4.444444444444445,1.96887960468,4.444444444444445,1.96887960468,5.714285714285714,2.05773016711,3.3333333333333335
4.666666666666667,1.97707924179,5.2,2.01710904761,4.666666666666667,1.97707924179,3.3333333333333335
5.571428571428571,2.01530440473,5.5,2.00011246943,5.25,1.94368526953,3.6666666666666665
5.333333333333333,2.13825674139,0,0,5.230769230769231,2.13848430989,3.5
6.0,1.99441641481,6.0,1.99441641222,0,0,4.0
5.2,1.93977470003,5.333333333333333,1.94930893788,6.0,1.99033024616,3.5833333333333335
5.333333333333333,2.08142766548,5.111111111111111,2.06705732354,4.9,2.05219819446,3.3333333333333335
5.285714285714286,1.94782671875,5.56,2.00815992119,0,0,3.6666666666666665
5.142857142857143,1.95089210508,5.333333333333333,1.96426132366,0,0,3.5
6.0,2.1993378566,6.0,2.19001192495,6.0,2.19234495345,4.0
6.0,2.17645320828,0,0,6.0,2.17480950119,4.0
5.285714285714286,1.92100765828,6.0,1.96490141182,0,0,3.5833333333333335
4.363636363636363,1.95129521664,5.0,2.00309707153,5.538461538461538,2.03763164147,3.3333333333333335
6.0,1.9868438213,6.0,1.98684381504,0,0,4.0
5.375,2.01824991541,5.533333333333333,2.05450879562,5.555555555555555,2.05943237831,3.6666666666666665
6.0,1.98669952882,6.0,1.98432181091,0,0,4.0
5.6,2.04804282076,0,0,5.333333333333333,2.02997742866,3.6666666666666665
0,0,6.0,2.12113342545,6.0,2.12113342545,4.0
6.0,2.04336236486,6.0,2.05129297938,6.0,2.05194465477,4.0
5.55,1.96987133632,5.416666666666667,1.94206568079,0,0,3.6666666666666665
5.461538461538462,2.04255917317,5.428571428571429,2.03493565569,5.583333333333333,2.069943143,3.6666666666666665
4.0,2.04007111339,3.6,1.9971334706,3.0,1.91125818503,2.3333333333333335
4.461538461538462,1.93959784608,4.888888888888889,1.97457529033,5.8,2.03193829889,3.3333333333333335
0,0,6.0,2.13593609158,6.0,2.15419789235,4.0
5.142857142857143,1.93842433608,0,0,6.0,1.9928324692,3.5
5.125,2.08069432691,5.333333333333333,2.08041251025,5.277777777777778,2.08647835316,3.5
6.0,1.98684382056,6.0,1.98684381557,0,0,4.0
6.0,1.98888904249,6.0,1.9888890501,6.0,1.98888903722,4.0
5.75,2.07269568782,5.333333333333333,2.04494563391,5.2,2.03525010639,3.6666666666666665
4.8,1.98051746297,4.7272727272727275,1.97478187856,5.454545454545454,2.02525502136,3.3333333333333335
6.0,2.03330166425,0,0,6.0,2.03599683365,4.0
0,0,6.0,2.09685547961,6.0,2.10399371942,4.0
5.0,1.95476298266,4.769230769230769,1.93728102391,5.6,1.99347303418,3.3333333333333335
6.0,1.99157402046,6.0,1.99075282233,0,0,4.0
5.75,2.05127526824,0,0,4.25,1.94419031845,3.3333333333333335
4.625,2.03135288389,5.0,2.07492582988,5.611111111111111,2.10583445229,3.5
5.142857142857143,1.9037162851,4.0,1.80452918327,0,0,3.3333333333333335
6.0,1.95985627328,6.0,1.96158985156,6.0,1.96658176689,4.0
4.8,1.99277222694,5.666666666666667,2.05729727446,5.2,2.02452931572,3.5
6.0,1.98390912141,0,0,6.0,1.9839091182,4.0
6.0,2.11522472905,6.0,2.1152247218,6.0,2.1152247294,4.0
4.25,1.93187509921,4.857142857142857,1.98483953373,5.8,2.0451094075,3.3333333333333335
6.0,2.09058319322,5.333333333333333,2.0497351063,4.8,2.00851899705,3.5
6.0,1.99559782657,6.0,1.99199806723,6.0,2.00125019698,4.0
5.2,1.91638408695,6.0,1.97885871899,6.0,1.93956580617,3.5
0,0,5.2105263157894735,2.02230360754,5.923076923076923,2.18627587245,3.6666666666666665
5.428571428571429,2.00099239721,5.428571428571429,2.00095071704,5.0,1.96979132791,3.5833333333333335
5.6,2.04944217686,5.5,2.02767403682,5.333333333333333,1.9895798096,3.6666666666666665
0,0,5.176470588235294,2.02449878098,5.866666666666666,2.18775428838,3.6666666666666665
6.0,2.16645690935,6.0,2.16184440375,6.0,2.17014478563,4.0
6.0,2.16524839914,5.3478260869565215,2.02534534968,5.875,2.14083977866,3.6666666666666665
0,0,4.0,1.9947662269,5.391304347826087,2.10798161189,3.3333333333333335
5.25,1.99885727695,5.421052631578948,2.04017453084,5.777777777777778,2.11846950645,3.6666666666666665
6.0,2.08376545855,6.0,2.08406516519,6.0,2.07447096796,4.0
5.333333333333333,2.05837227163,4.666666666666667,2.00313185519,5.428571428571429,2.06466877644,3.5
5.4,2.00509968061,5.625,2.05476327261,5.555555555555555,2.03986419881,3.6666666666666665
5.181818181818182,1.93711939469,5.333333333333333,1.94391125628,6.0,2.00143411885,3.5
6.0,2.04993114878,6.0,2.05270588673,6.0,2.04834464921,4.0
6.0,1.96413012516,6.0,1.96413012718,0,0,4.0
5.2,1.91789534873,6.0,1.93956572871,6.0,1.93956599016,3.5
5.466666666666667,2.05408307627,5.75,2.06190280066,4.846153846153846,1.99788982257,3.5
5.0,1.96017472776,5.037037037037037,1.96290399722,4.0,1.86737956595,3.3333333333333335
6.0,2.06128806619,6.0,2.05810577526,6.0,2.06719174913,4.0
6.0,2.10841946414,5.4,2.07033568895,5.2,2.05537790542,3.5833333333333335
5.4,2.00897455371,4.0,1.87666354034,5.2,2.00677810622,3.5
6.0,2.10662291509,6.0,2.10662292223,6.0,2.10662291939,4.0
6.0,2.02549024005,6.0,2.02262092281,6.0,2.02477375713,4.0
4.5,1.95592512086,4.75,1.9767222623,5.666666666666667,2.0372786447,3.3333333333333335
6.0,2.15398377924,6.0,2.15535564852,6.0,2.15368208758,4.0
2.0,2.14324833976,3.0,1.94803376639,2.0,2.14351334957,1.6666666666666667
5.0,1.93451988412,5.0,1.93451988412,5.0,1.93451988412,3.3333333333333335
4.666666666666667,1.92863527963,5.04,1.95799489492,6.0,2.0167141255,3.3333333333333335
6.0,2.06136415086,0,0,6.0,2.05969561298,4.0
5.15,1.9471858931,5.444444444444445,1.98146668142,5.333333333333333,1.96721514435,3.5
0,0,5.111111111111111,2.00127229834,6.0,2.20830487192,3.6666666666666665
5.5,1.98143443208,5.5,1.98143443208,0,0,3.6666666666666665
6.0,2.00782241186,0,0,6.0,2.00782338386,4.0
6.0,1.98331278035,6.0,2.0002706829,0,0,4.0
6.0,1.99157830251,6.0,1.99074989251,0,0,4.0
5.333333333333333,1.92137721713,4.0,1.80147549189,0,0,3.5
0,0,4.0,1.97297889147,5.684210526315789,2.10466038902,3.3333333333333335
6.0,2.0202042926,6.0,2.02020429902,6.0,2.02020428137,4.0
5.333333333333333,2.15874472166,4.0,2.0236824984,5.285714285714286,2.16259960928,3.5
5.555555555555555,2.07498804857,5.363636363636363,2.03043787695,5.583333333333333,2.08118238454,3.6666666666666665
3.6,1.92254956026,3.3333333333333335,1.8841109274,0,0,2.3333333333333335
5.230769230769231,1.92612571863,0,0,6.0,1.97357814156,3.5833333333333335
6.0,1.97927190174,6.0,1.97927189309,0,0,4.0
6.0,1.96515316416,6.0,1.96515317839,6.0,1.9651531739,4.0
5.55,1.97599746064,5.363636363636363,1.93649704437,6.0,2.06126053492,3.6666666666666665
6.0,2.05152879617,6.0,2.05152878094,6.0,2.05152879431,4.0
5.5,1.99298408815,5.333333333333333,1.9812956156,0,0,3.5833333333333335
5.5,2.1064217578,5.571428571428571,2.12318402259,5.4375,2.09139352419,3.6666666666666665
5.6923076923076925,2.10608262323,5.2,1.99069839575,5.428571428571429,2.04687229885,3.6666666666666665
3.6666666666666665,1.951913618,3.4,1.91418676333,0,0,2.3333333333333335
0,0,3.6666666666666665,2.06463768185,3.4,2.03950823907,2.3333333333333335
4.4,1.95711986086,5.111111111111111,2.01337815585,5.384615384615385,2.03105933427,3.3333333333333335
4.5,1.95592512086,4.75,1.9767222623,5.666666666666667,2.0372786447,3.3333333333333335
5.5,2.10814053051,5.0,1.97672295851,5.55,2.11997994774,3.6666666666666665
5.190476190476191,1.94083987157,5.5,1.95939947749,4.0,1.82241454605,3.5
5.181818181818182,1.93308830134,5.4,1.93974826977,0,0,3.5
6.0,2.02200067934,6.0,2.02162217657,6.0,2.02070001869,4.0
5.230769230769231,1.95417252469,6.0,2.00527492847,6.0,2.00425161751,3.5833333333333335
6.0,1.94142274558,6.0,1.94142275397,0,0,4.0
6.0,2.20249858482,6.0,2.20249967335,6.0,2.19477296889,4.0
3.0,1.9658311427,0,0,3.8,2.04467105822,2.3333333333333335
0,0,5.407407407407407,2.02465377924,6.0,2.14847225982,3.6666666666666665
5.230769230769231,2.02698531507,0,0,5.684210526315789,2.13590057964,3.6666666666666665
5.217391304347826,1.93957907312,5.25,1.93295815587,6.0,1.95900205012,3.5
6.0,2.17169228231,0,0,6.0,2.19484240592,4.0
6.0,2.20721241154,5.333333333333333,2.1623218206,5.333333333333333,2.16229217167,3.5833333333333335
6.0,1.95792643839,6.0,1.96626516252,0,0,4.0
5.5,2.18003191792,6.0,2.16724562896,5.153846153846154,2.13590366879,3.5
0,0,6.0,2.21559683119,5.0,2.1429155595,3.5
5.260869565217392,1.96421092353,5.25,1.96312824665,5.2,1.95810556562,3.5
0,0,5.0,2.01267202222,5.7272727272727275,2.20235474467,3.6666666666666665
6.0,2.01948927201,6.0,2.0250843678,6.0,2.03025218622,4.0
0,0,6.0,2.12353149126,6.0,2.13461169445,4.0
6.0,2.12784393573,5.6,2.10367513625,5.2,2.0752818923,3.6666666666666665
0,0,4.5,2.03558661994,6.0,2.1370599436,3.5
