number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,avg_rs_max,avg_rCovalent,avg_vIonic,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_rIonic,avg_vCovalent,avg_mass,lattice_angle_alpha_degree_r,lattice_angle_beta_degree_r,lattice_angle_gamma_degree_r,vol,atomic_density,SG_33,SG_194,SG_227,SG_167,SG_12,SG_206
80.0,0.9375,0.0312,0.0312,9.8408,8.4529,9.0847,90.0056,90.0023,90.0012,0.0884,4.2708,1.124271,1.216743,1.3736528737254,1.6213830000000002,1.491114,0.37073999999999996,-5.773044720000001,3.043545,-0.25340397,-2.7005367000000002,0.678045,7.5684212529852,31.052871637499997,1.5708940652330081,1.5708364693676926,1.5708172707459205,755.6953058635218,0.10586277217718747,1,0,0,0,0,0
80.0,0.4688,0.125,0.4062,10.4759,8.9544,9.5818,90.0027,90.0005,90.0006,0.2835,1.7981,1.096252,1.296552,2.247006116142,1.704054,1.434068,0.4710774,-5.68623088,2.515996,-0.26060344,-2.7367144000000003,0.7671760000000001,9.3014448246692,68.00339189568001,1.5708434506847004,1.5708050534411566,1.5708067987704086,898.8245706734234,0.08900513249216348,1,0,0,0,0,0
80.0,0.125,0.8438,0.0312,24.7835,6.151,5.8836,90.0,103.7938,90.0001,0.0437,2.0802,1.0106199999999999,1.22499,1.8211415892498,1.784064,1.3531220000000002,0.177378,-5.8046640400000005,2.2718860000000003,-0.13300228,-2.7292474,0.70249,7.7199078971168,65.787281325,1.5707963267948966,1.8115435531564903,1.5707980721241486,871.0484854741443,0.09184333746525374,0,0,0,0,1,0
80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2361,2.013,1.084368,1.290938,2.2302898843578003,1.71751,1.421554,0.4385506,-5.69738316,2.46339,-0.24494884,-2.737283,0.762814,9.176167484947602,69.27204337932,1.5708347240384404,1.5708417053554484,1.5707579295513527,875.2957264370851,0.09139768147348572,0,0,0,0,0,1
40.0,0.0625,0.625,0.3125,10.4498,6.0554,14.9233,91.069,91.2431,30.3593,0.2089,0.9927,1.03,1.2818749999999999,2.3169839776875,1.788125,1.359375,0.3214375,-5.7280625,2.150625,-0.1812375,-2.7460625,0.760625,8.965707760875,81.14384616250001,1.589453896498716,1.592492514726438,0.5298697436007145,477.1629304117206,0.08382880867439965,0,0,1,0,0,0
80.0,0.625,0.0625,0.3125,10.2989,8.8135,9.4426,90.0039,90.0012,90.0008,0.1956,2.5015,1.10875,1.27625,2.0073113977499997,1.6756250000000001,1.4549999999999998,0.45531249999999995,-5.706575,2.6849999999999996,-0.26459999999999995,-2.726375,0.74375,8.861358975375,57.101774125000006,1.5708643946357244,1.5708172707459205,1.5708102894289124,857.098710682274,0.0933381406399711,1,0,0,0,0,0
30.0,0.1667,0.3333,0.5,5.2777,5.2772,14.1031,89.9976,90.00200000000001,120.0008,0.2231,1.693,1.063338,1.318333,2.5671870565323,1.76166,1.3883389999999998,0.4521746,-5.67143206,2.2083649999999997,-0.23500494,-2.7521655,0.794999,9.7690351807016,85.14549838462,1.570754438892849,1.5708312333799366,2.0944090650272114,340.16526854393624,0.08819242519500534,0,0,0,1,0,0
80.0,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.00299999999999,89.99799999999999,0.2251,2.633,1.0937499999999998,1.264375,1.9391967275625,1.6900000000000002,1.440625,0.40512499999999996,-5.7265125,2.639375,-0.2425625,-2.7253125000000002,0.7331249999999999,8.598734133999999,56.9546779625,1.5708382146969444,1.570848686672456,1.5707614202098565,827.7773166202538,0.09664434914287501,0,0,0,0,0,1
80.0,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,0.1352,1.9107,1.08,1.29125,2.247466390125,1.72375,1.41625,0.431125,-5.698575,2.43375,-0.24032499999999998,-2.7383750000000004,0.76375,9.181955364250001,70.605576975,1.5707928361363925,1.8294593579282121,1.5707980721241486,916.2921463421186,0.0873083986579649,0,0,0,0,1,0
80.0,0.125,0.1562,0.7188,9.9886,9.9885,9.9886,90.0013,90.0014,89.9983,0.1398,1.2082,1.07938,1.36251,2.9490557065001997,1.763436,1.394378,0.5658719999999999,-5.611585959999999,2.1206139999999998,-0.27354772,-2.7650026,0.84001,10.7367573073832,96.794603325,1.5708190160751725,1.5708207614044245,1.5707666561976128,996.5739191127901,0.08027502874169214,0,0,0,0,0,1
10.0,0.25,0.5,0.25,3.2434,3.2433,12.1161,90.0088,90.0037,119.9938,0.2825,2.006,1.05,1.2675,2.1112370497499997,1.7525000000000002,1.3875,0.33075,-5.73845,2.3425,-0.19624999999999998,-2.73625,0.7424999999999999,8.6567056815,70.31138465,1.5709499157690718,1.5708609039772201,2.0942868919795714,110.38453528965272,0.09059240022852535,0,1,0,0,0,0
80.0,0.5,0.4375,0.0625,24.3855,6.0618,5.8388,89.9996,104.016,90.0002,0.0809,2.7611,1.06625,1.2275,1.6660365881249999,1.7081250000000001,1.4187500000000002,0.2843125,-5.78155,2.62125,-0.19497499999999998,-2.71775,0.6975,7.787670990875,51.1707068,1.5707893454778887,1.8154216747544218,1.5707998174534008,837.395706890433,0.09553428485688117,0,0,0,0,1,0
80.0,0.1875,0.7812,0.0312,24.7185,6.1332,5.8708,89.9999,103.8157,90.0001,0.0293,2.2744,1.019271,1.224243,1.7865496469753999,1.7713830000000002,1.363614,0.19224000000000002,-5.80169472,2.3310450000000005,-0.14225397,-2.7267867000000003,0.700545,7.7075529669852,63.1089676875,1.5707945814656445,1.8119257802626774,1.5707980721241486,864.2841774249642,0.09256214806378944,0,0,0,0,1,0
80.0,0.5625,0.0,0.4375,9.5559,9.5554,9.5558,90.0012,90.00200000000001,89.9993,0.2721,2.2113,1.1124999999999998,1.301875,2.2467649314375002,1.6843750000000002,1.4518749999999998,0.5110625,-5.6738625,2.598125,-0.28088749999999996,-2.7350624999999997,0.770625,9.421391586624999,65.4099904625,1.5708172707459205,1.5708312333799366,1.5707841094901327,872.5443673167218,0.09168588211281305,0,0,0,0,0,1
80.0,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.00299999999999,90.00200000000001,90.0013,0.11599999999999999,3.0961,1.0868799999999998,1.23251,1.6485638447501998,1.6821860000000002,1.441878,0.331747,-5.76798596,2.733114,-0.21989771999999996,-2.7150026,0.70001,7.9018113226332,47.239497625,1.570848686672456,1.5708312333799366,1.5708190160751725,803.359489720178,0.09958181987476764,1,0,0,0,0,0
80.0,0.0,0.5625,0.4375,6.7075,6.7072,24.6617,89.99700000000001,89.9988,119.9887,0.0272,1.3714,1.03375,1.3075,2.556437511375,1.796875,1.35625,0.37718749999999995,-5.6953499999999995,2.06375,-0.197525,-2.75475,0.7875,9.525740372125,89.4520625,1.5707439669173369,1.5707753828438729,2.09419788018772,960.9593551826705,0.0832501391120675,0,1,0,0,0,0
80.0,0.375,0.625,0.0,6.2619,6.2619,23.8166,90.0165,89.9999,119.9993,0.2226,2.5022,1.0425,1.21625,1.632329982375,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999999,53.694951975,1.5710843061214754,1.5707945814656445,2.0943828850884314,808.7712218692931,0.09891548788679444,0,1,0,0,0,0
80.0,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2548,2.9121,1.1199999999999999,1.2625,1.83597253425,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,0.7275,8.5639512055,48.94065395,1.5708242520629283,1.5708417053554484,1.5707841094901327,807.1625294717318,0.09911262859582698,0,0,0,0,0,1
80.0,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.08800000000000001,3.1325,1.0425,1.21625,1.632329982375,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999999,53.694951975,1.5708818479282445,1.5708783572697402,1.570709060332297,790.5037517046807,0.1012012907307323,0,0,0,0,0,1
80.0,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1074,3.0686,1.046868,1.215938,1.6151534766078,1.72876,1.399054,0.22667559999999998,-5.80268316,2.54589,-0.16829884,-2.717783,0.6878139999999999,7.5308525796976,52.36141837932,1.5708801025989922,1.5708783572697402,1.5707125509908009,787.1400682168335,0.10163375392797613,0,0,0,0,0,1
40.0,0.9375,0.0625,0.0,5.7061,5.7056,13.619000000000002,90.0106,90.0012,120.0035,0.1349,2.1113,1.1212499999999999,1.2106249999999998,1.3226574024375,1.6225,1.489375,0.35312499999999997,-5.7823875000000005,3.050625,-0.24703749999999997,-2.6991875,0.671875,7.432291673499999,29.6528799375,1.570981331695608,1.5708172707459205,2.0944561889170155,383.973473430256,0.10417386295635733,0,0,1,0,0,0
80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,0.0477,1.2205,1.0493800000000002,1.33876,2.8128263661251998,1.792186,1.365628,0.465497,-5.65146096,2.029364,-0.22947272,-2.7628776,0.8187599999999999,10.2115076246332,96.500411,1.5708015627826524,1.8368019580913524,1.5707963267948966,1007.5633115130677,0.07939947702131316,0,0,0,0,1,0
30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.1921,3.0261,1.096662,1.264167,1.9277457237177,1.68584,1.444161,0.4100754,-5.725717940000001,2.659135,-0.24564506,-2.7245844999999997,0.7325010000000001,8.594875547798399,56.06565556538,1.5706479738084769,1.57095689708608,2.0944195370027234,300.06701035694056,0.09997766820255888,0,0,0,1,0,0
80.0,0.0938,0.0312,0.875,11.1712,9.4973,10.1226,90.0005,89.9966,90.0003,0.1936,0.904,1.090632,1.394062,3.2224570306422002,1.76499,1.3984459999999999,0.6466993999999999,-5.56891684,2.05661,-0.30085116,-2.774217,0.872186,11.4278736885524,105.17197592068,1.5708050534411566,1.5707369856003288,1.5708015627826524,1073.969774402837,0.07448999208984505,1,0,0,0,0,0
80.0,0.2812,0.3438,0.375,6.5691,6.5688,24.3694,90.0106,90.0042,119.9924,0.3017,0.9876,1.066868,1.292188,2.2991060132328,1.74251,1.400304,0.4088006,-5.702158160000001,2.34464,-0.22642384,-2.741658,0.766564,9.1993561039476,74.61472605432,1.570981331695608,1.5708696306234802,2.0942624573700437,910.753018672686,0.08783940141816984,0,1,0,0,0,0
20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0346,3.1697,1.0775,1.21375,1.494697724625,1.685,1.43625,0.27875,-5.794325000000001,2.75375,-0.200725,-2.710125,0.6812499999999999,7.490263221,43.009586625,1.5707858548193845,1.8130584989472216,1.5707998174534008,202.91476561821648,0.09856355174088188,0,0,0,0,1,0
40.0,0.8125,0.0,0.1875,9.751,5.6595,13.963,90.9688,91.1227,30.5186,0.2966,2.9351,1.1224999999999998,1.2493750000000001,1.6990417351875,1.641875,1.479375,0.4293125,-5.7345125,2.890625,-0.26683749999999995,-2.7133125,0.713125,8.278137745125,43.4508751125,1.5877050765882177,1.5903911383070368,0.5326500530991414,391.22870247782913,0.10224198722297681,0,0,1,0,0,0
30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0657,3.707,1.06,1.2149999999999999,1.5635138535,1.71,1.415,0.249,-5.7991,2.635,-0.18219999999999997,-2.7145,0.685,7.51345184,48.3522693,1.570661936442493,1.5709516610983238,2.0944108103564636,282.2113960343946,0.10630329044665418,0,0,0,1,0,0
30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0915,4.3482,1.114893,1.228205,1.516480950339,1.6406600000000002,1.4765260000000002,0.37537689999999996,-5.76239548,2.9330929999999995,-0.24861076999999998,-2.7068929000000006,0.6915910000000001,7.816340369953,37.85598141538,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0,0,0,1,0,0
80.0,0.625,0.3438,0.0312,6.2071,6.2069,23.6688,90.0177,89.9997,120.0018,0.2487,2.9433,1.08062,1.21999,1.5458770737498,1.6840640000000002,1.4381220000000001,0.296378,-5.785564040000001,2.746886,-0.20710228,-2.7117474,0.68749,7.6271534211168,44.416550625,1.5711052500724998,1.5707910908071407,2.0944265183197315,789.700581072307,0.10130421822834519,0,1,0,0,0,0
30.0,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,0.1719,2.4794,1.081668,1.2824929999999999,2.1561061609905,1.7166610000000002,1.420837,0.41748909999999995,-5.70869142,2.482539,-0.23798145999999998,-2.7347471,0.754159,8.9912606234878,66.94279653462,1.5706950976982808,1.570906282537772,2.094414301014967,314.2219972695809,0.0954739014476509,0,0,0,1,0,0
40.0,0.25,0.75,0.0,9.9639,5.7902,14.3264,91.3119,91.5237,30.6395,0.1336,2.2203,1.025,1.2175,1.70114611125,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,0.6924999999999999,7.559829078,59.037634649999994,1.59369330125181,1.597389908607534,0.5347601561648025,421.08075699119667,0.0949936546277185,0,0,1,0,0,0
80.0,0.0625,0.4375,0.5,6.7327,6.7323,24.695,90.0025,89.99799999999999,119.9887,0.311,0.7527,1.04875,1.319375,2.6245521815624997,1.7825,1.370625,0.42737499999999995,-5.6754125,2.109375,-0.2195625,-2.7558125,0.798125,9.7883652135,89.5991586625,1.5708399600261964,1.5707614202098565,2.09419788018772,969.4866335052847,0.08251789889124234,0,1,0,0,0,0
80.0,0.4062,0.1562,0.4375,6.5757,6.5753,24.3557,90.0147,90.0079,119.9929,0.3874,1.226,1.090519,1.3033160000000001,2.3326287411459,1.7154540000000003,1.4251709999999997,0.47385009999999994,-5.67925134,2.449424,-0.25771303,-2.7402598,0.775244,9.449626015191,72.08350857932,1.5710528901949399,1.5709342078058042,2.094271184016304,912.0525114609277,0.08771424780340314,0,1,0,0,0,0
20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0221,2.6663,1.0425,1.21625,1.632329982375,1.735,1.39375,0.21925,-5.803875,2.5162500000000003,-0.163675,-2.718875,0.68875,7.536640458999999,53.694951975,1.5707910908071407,1.8114964292666864,1.5707998174534008,209.44394271140393,0.09549094493297575,0,0,0,0,1,0
20.0,0.0,0.375,0.625,12.3784,3.2594,6.5182,90.0003,105.3163,90.0,0.2696,0.8886,1.0525,1.345,2.86400571525,1.79125,1.3675,0.48312499999999997,-5.6427,2.0225,-0.23585,-2.7645,0.825,10.34839782475,97.907375,1.5708015627826524,1.838116191018104,1.5707963267948966,253.6437248701142,0.07885075812635063,0,0,0,0,1,0
80.0,0.3125,0.2812,0.4062,24.4896,6.3075,6.2297,89.9999,104.8792,90.0001,0.1966,1.4785,1.074271,1.297993,2.3328699258504,1.735133,1.4073639999999998,0.43386499999999995,-5.69161972,2.367295,-0.23742897000000002,-2.7419117,0.771795,9.3296792532352,74.6769100125,1.5707945814656445,1.830487356857637,1.5707980721241486,930.0240407672698,0.08601928175318996,0,0,0,0,1,0
80.0,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,0.1356,1.9072,1.08,1.29125,2.247466390125,1.72375,1.41625,0.431125,-5.698575,2.43375,-0.24032499999999998,-2.7383750000000004,0.76375,9.181955364250001,70.605576975,1.5707928361363925,1.8294593579282121,1.5707980721241486,916.2921463421186,0.0873083986579649,0,0,0,0,1,0
80.0,0.3125,0.0625,0.625,6.744,6.7435,24.6676,90.01700000000001,90.0043,119.9897,0.3056,0.8366,1.09625,1.341875,2.6919653930624996,1.7287500000000002,1.4206249999999998,0.5574999999999999,-5.6307624999999994,2.319375,-0.2821625,-2.7535624999999997,0.815625,10.290426277249999,84.55066831250001,1.571093032767736,1.5708713759527322,2.09421533348024,971.6402229319189,0.08233500231042355,0,1,0,0,0,0
80.0,0.6562,0.3125,0.0312,9.9723,8.565,9.1921,90.00299999999999,90.0022,90.0015,0.1016,3.3621,1.084889,1.2195559999999999,1.5285166901457,1.6776430000000002,1.4432930000000002,0.30379059999999997,-5.78379038,2.77631,-0.21171531000000002,-2.7103822,0.686484,7.6206049211828,43.07604472932,1.570848686672456,1.5708347240384404,1.5708225067336763,785.1225327548505,0.101894922973736,1,0,0,0,0,0
80.0,0.6875,0.3125,0.0,9.923,8.5264,9.1536,90.0032,90.0023,90.0016,0.07,3.6328,1.08625,1.2131249999999998,1.4602896601875,1.6725,1.446875,0.293625,-5.7919375,2.8131250000000003,-0.2099875,-2.7079375,0.6793750000000001,7.4786689115,40.3382452875,1.5708521773309605,1.5708364693676926,1.5708242520629283,774.4629096280213,0.10329739359425803,1,0,0,0,0,0
80.0,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2213,2.6114,1.0862479999999999,1.258448,1.905248937108,1.6971960000000001,1.4334319999999998,0.3800476,-5.736469120000001,2.616504,-0.23154655999999998,-2.7247856,0.727824,8.4676503640808,56.88552170432,1.5708434506847004,1.5708521773309605,1.570754438892849,823.9130841399486,0.09709762053786164,0,0,0,0,0,1
40.0,0.8125,0.0625,0.125,9.665,5.6613,14.3634,99.1028,100.6816,31.3967,0.1974,2.6277,1.11625,1.236875,1.5965190005625,1.6437499999999998,1.475625,0.39399999999999996,-5.7520625,2.9043750000000004,-0.25406249999999997,-2.7100625,0.700625,8.003918594249999,40.6324376125,1.7296701579454365,1.7572254161759229,0.5479757892609036,402.33591208536086,0.09941941248215862,0,0,1,0,0,0
30.0,0.9167,0.0833,0.0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,0.015,5.2457,1.1183379999999998,1.2108329999999998,1.3341084062822999,1.62666,1.485839,0.34817459999999995,-5.78318206,3.0308649999999995,-0.24395493999999995,-2.6999155000000004,0.672499,7.436150259701599,30.54190233462,1.5705310367485936,1.5710755794752158,2.0944265183197315,266.337376207192,0.11263909116782048,0,0,0,1,0,0
80.0,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0674,0.9641,1.089271,1.4004929999999998,3.2906840606004,1.7701330000000002,1.3948639999999999,0.6568649999999999,-5.560769720000001,2.019795,-0.30257897,-2.7766616999999996,0.8792949999999999,11.5698096982352,107.9097753625,1.5708067987704086,1.5708085440996604,1.5707806188316287,1055.3198553024833,0.07580640087271913,0,0,0,0,0,1
20.0,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.1889,1.6792,1.105,1.34125,2.657557328625,1.71625,1.43125,0.572375,-5.628375,2.37875,-0.291425,-2.751375,0.81375,10.27883196775,81.879326975,1.5707945814656445,1.840285635278333,1.5707980721241486,242.5558327746494,0.08245524245372957,0,0,0,0,1,0
80.0,0.0,0.8438,0.1562,6.5005,6.5004,24.2999,89.9949,90.0061,119.992,0.132,1.6904,1.00562,1.2512400000000001,2.0950031873748,1.805314,1.339372,0.218253,-5.77433904,2.125636,-0.14002728,-2.7401224,0.73124,8.2915348178668,76.766839,1.570707315003045,1.5709027918792682,2.094255476053036,889.3177566146805,0.08995659808315513,0,1,0,0,0,0
80.0,0.4062,0.0,0.5938,6.6914,6.6909,24.5569,90.0181,90.0088,119.9909,0.2092,1.0881,1.1062480000000001,1.334698,2.5892014737329996,1.710946,1.434682,0.5621726,-5.63594412,2.415254,-0.28967156,-2.7486606,0.806574,10.1361538883308,79.13882937932,1.5711122313895076,1.5709499157690718,2.0942362774312637,952.2379184284633,0.0840126174895754,0,1,0,0,0,0
80.0,0.7188,0.25,0.0312,9.9431,8.5401,9.1682,90.0036,90.0022,90.0014,0.0968,3.5516,1.093752,1.2190519999999998,1.494237450642,1.665304,1.4540680000000001,0.3187024,-5.781980880000001,2.835996,-0.22100343999999997,-2.7084644000000004,0.684676,7.6097526814192,40.40740154568,1.5708591586479685,1.5708347240384404,1.5708207614044245,778.5183269366518,0.10275930216670368,1,0,0,0,0,0
80.0,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0606,1.0647,1.093752,1.400302,3.273636379767,1.7640540000000002,1.400318,0.6643273999999999,-5.56015588,2.049746,-0.30722844,-2.7758393999999997,0.8784259999999999,11.5647638886692,106.57893992068,1.5708050534411566,1.5708067987704086,1.5707841094901327,1051.2514611508368,0.07609977532152162,0,0,0,0,0,1
40.0,0.0625,0.1875,0.75,6.3716,6.3713,15.5769,89.98299999999999,90.0171,119.9918,0.2642,0.5816,1.07375,1.369375,3.0346431200625004,1.775,1.385625,0.5686249999999999,-5.6052125,2.0543750000000003,-0.27066250000000003,-2.7688125,0.848125,10.885241817,100.8729086625,1.5704996208220574,1.5710947780969877,2.0942519853945316,547.6764611057323,0.0730358210379207,0,0,1,0,0,0
80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.09300000000000001,4.086,1.095,1.2125,1.42588159575,1.6600000000000001,1.4575,0.3085,-5.78955,2.8725,-0.21924999999999997,-2.70575,0.6775,7.467074602,37.666903950000005,1.5708556679894643,1.5708678852942282,1.570754438892849,750.8580893230308,0.10654476676428636,0,0,0,0,0,1
40.0,0.125,0.0625,0.8125,5.5436,9.4324,10.0577,90.0006,89.9971,90.0003,0.2514,0.9171,1.08875,1.38125,3.10275779025,1.760625,1.4,0.6188125,-5.585274999999999,2.0999999999999996,-0.2927,-2.769875,0.8587500000000001,11.147866658375001,101.020004825,1.5708067987704086,1.5707457122465889,1.5708015627826524,525.9116271076352,0.07605840589604122,1,0,0,0,0,0
40.0,0.0,0.25,0.75,6.39,6.3817,15.6879,90.0141,85.8142,119.9694,0.2662,0.4244,1.0650000000000002,1.3699999999999999,3.0690511845,1.7875,1.375,0.55375,-5.607600000000001,1.995,-0.2614,-2.771,0.8500000000000001,10.8968361265,103.54425,1.5710424182194278,1.4977403349649179,2.093861031642085,552.2359270029551,0.07243281004386003,0,0,1,0,0,0
80.0,0.7188,0.125,0.1562,10.0817,8.645,9.2743,90.0041,90.0019,90.001,0.1761,2.8878,1.106252,1.244052,1.699282919892,1.661554,1.461568,0.3893274,-5.74688088,2.808496,-0.24655343999999998,-2.7149644,0.7096760000000001,8.1581909831692,46.044276545680006,1.5708678852942282,1.5708294880506846,1.5708137800874167,808.3136379928316,0.09897148364173644,1,0,0,0,0,0
80.0,0.0,0.3125,0.6875,6.8917,6.8912,24.9836,90.0046,89.9904,119.9862,0.0871,0.9692,1.05875,1.3575,2.9665284498749998,1.7893750000000002,1.3712499999999999,0.5184375,-5.62515,2.00875,-0.24862499999999998,-2.76775,0.8375,10.622616975625,100.7258125,1.5708766119404882,1.570628775186705,2.0941542469564203,1027.7020844778538,0.07784357082494946,0,1,0,0,0,0
80.0,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1683,2.5356,1.05812,1.24749,1.8885548007497999,1.7303140000000001,1.403122,0.307503,-5.76001404,2.481886,-0.19560228,-2.7269974,0.71999,8.2219689608668,60.738790975,1.5708626493064723,1.5708626493064723,1.5707282589540688,826.5789048783856,0.0967844685218169,0,0,0,0,0,1
80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1257,1.2028,1.04312,1.3262399999999999,2.7101395951248,1.794064,1.361872,0.43012799999999995,-5.6690390399999995,2.0431359999999996,-0.21667728,-2.7596224,0.80624,9.9368497231168,93.677464,1.5708469413432042,1.5708399600261964,1.570730004283321,962.8692802412417,0.0830850060767921,0,0,0,0,0,1
40.0,0.0625,0.625,0.3125,6.1377,6.1351,15.0644,90.0277,88.1847,120.008,0.3287,0.2022,1.03,1.2818749999999999,2.3169839776875,1.788125,1.359375,0.3214375,-5.7280625,2.150625,-0.1812375,-2.7460625,0.760625,8.965707760875,81.14384616250001,1.571279782997699,1.5391133648834436,2.094534728733355,490.8947133162401,0.08148386795567614,0,0,1,0,0,0
40.0,0.0,0.5,0.5,5.3995,9.22,9.8402,89.9983,89.9989,90.0001,0.0885,1.3463,1.04,1.3199999999999998,2.658960246,1.795,1.3599999999999999,0.4125,-5.6777999999999995,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5707666561976128,1.5707771281731249,1.5707980721241486,489.8785139713411,0.081652897318824,1,0,0,0,0,0
80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,0.0816,1.1048,1.087611,1.387944,3.1714615593543,1.766107,1.396707,0.6290844,-5.57825962,2.06369,-0.29448469,-2.7728677999999998,0.866016,11.2917441090672,103.77198422068,1.5708102894289124,1.5708120347581647,1.5707771281731249,1034.1413369725312,0.07735886492479022,0,0,0,0,0,1
80.0,0.6875,0.0938,0.2188,9.3096,9.309,9.3093,90.0021,90.0029,89.9986,0.2404,2.9360000000000004,1.108229,1.2570069999999998,1.8193851273996,1.666117,1.4601359999999999,0.41725999999999996,-5.7310802800000005,2.765205,-0.25472102999999996,-2.7195883000000003,0.723205,8.4394159355148,50.2120035875,1.5708329787091884,1.5708469413432042,1.5707718921853686,806.7724822214125,0.09916054620470387,0,0,0,0,0,1
80.0,0.3438,0.3438,0.3125,6.5029,6.5027,24.2419,90.0121,90.0051,119.9939,0.3176,1.4332,1.069481,1.2791839999999999,2.1623040391040997,1.732046,1.407329,0.38839989999999996,-5.71789866,2.418076,-0.22293696999999998,-2.7364901999999995,0.752256,8.914284713309,69.12764537068,1.571007511634388,1.5708853385867483,2.0942886373088236,887.8196484845556,0.09010839097394865,0,1,0,0,0,0
40.0,0.0,0.3125,0.6875,6.3524,6.3524,15.6071,89.9991,89.9945,120.0011,0.3168,0.4905,1.05875,1.3575,2.9665284498749998,1.7893750000000002,1.3712499999999999,0.5184375,-5.62515,2.00875,-0.24862499999999998,-2.76775,0.8375,10.622616975625,100.7258125,1.5707806188316287,1.570700333686037,2.094414301014967,545.4107602505512,0.07333922048333767,0,0,1,0,0,0
80.0,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.017,1.265,1.04,1.3199999999999998,2.658960246,1.795,1.3599999999999999,0.4125,-5.6777999999999995,2.05,-0.2103,-2.758,0.8,9.799959523,92.2705,1.5708015627826524,1.8327789741655052,1.5707963267948966,986.6270760346164,0.08108433464195053,0,0,0,0,1,0
80.0,0.0,0.0938,0.9062,24.6825,6.6763,6.808,90.0004,105.9639,90.0,0.1919,0.7821,1.0806200000000001,1.4012399999999998,3.3252760028748,1.7828140000000001,1.384372,0.642003,-5.563739040000001,1.960636,-0.29332727999999997,-2.7791223999999994,0.88124,11.5821646283668,110.588089,1.5708033081119046,1.8494189432540193,1.5707963267948966,1078.6102500196696,0.07416951581773037,0,0,0,0,1,0
80.0,0.9375,0.0625,0.0,9.8062,8.4267,9.0582,90.0055,90.0024,90.0013,0.0507,4.5326,1.1212499999999999,1.2106249999999998,1.3226574024375,1.6225,1.489375,0.35312499999999997,-5.7823875000000005,3.050625,-0.24703749999999997,-2.6991875,0.671875,7.432291673499999,29.6528799375,1.570892319903756,1.5708382146969444,1.5708190160751725,748.5144388643611,0.1068783657952881,1,0,0,0,0,0
40.0,0.25,0.3125,0.4375,5.3064,9.0679,9.6918,90.0007,89.9999,90.0004,0.1966,1.7178,1.06875,1.305,2.418805253625,1.7468750000000002,1.39875,0.43668749999999995,-5.6858,2.30125,-0.23457499999999998,-2.746,0.78,9.479363134125,78.76669715,1.5708085440996604,1.5707945814656445,1.5708033081119046,466.3491073677289,0.08577265265023638,1,0,0,0,0,0
